thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,Trials.thisRepN,Trials.thisTrialN,Trials.thisN,Trials.thisIndex,thisRow.t,notes,num_distr,trial.started,Fixation.started,Target.started,mouse.started,Fixation.stopped,trial.stopped,Trials.mouse.x,Trials.mouse.y,Trials.mouse.leftButton,Trials.mouse.midButton,Trials.mouse.rightButton,Trials.mouse.time,Trials.mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
36,0,36,[-0.17708333333333334],[-0.40162037037037035],[1],[0],[0],[2.19172429991886],['Target'],36,0,36,0,82.13199249980971,,10,82.10885450011119,82.13199249980971,82.13199249980971,0.02440080000087619,83.13348660012707,84.30116649996489,[-0.17708333333333334],[-0.40162037037037035],[1],[0],[0],[2.19172429991886],['Target'],547174,001,2024-10-09_13h57.50.784,Visual Search Task,2024.2.1post4,59.8205980670766,2024-10-09 13h58.01.474839 +0530,
37,0,37,[0.13773148148148148],[-0.04861111111111111],[1],[0],[0],[2.270240900106728],['Target'],37,0,37,0,84.33175239991397,,5,84.3140829000622,84.33175239991397,84.33175239991397,0.012775199953466654,85.33296949975193,86.58477929979563,[0.13773148148148148],[-0.04861111111111111],[1],[0],[0],[2.270240900106728],['Target'],547174,001,2024-10-09_13h57.50.784,Visual Search Task,2024.2.1post4,59.8205980670766,2024-10-09 13h58.01.474839 +0530,
38,0,38,[-0.16435185185185186],[0.34837962962962965],[1],[0],[0],[1.7352215996943414],['Target'],38,0,38,0,86.61475820001215,,5,86.5978545001708,86.61475820001215,86.61475820001215,0.012943900190293789,87.6157684000209,88.33356000017375,[-0.16435185185185186],[0.34837962962962965],[1],[0],[0],[1.7352215996943414],['Target'],547174,001,2024-10-09_13h57.50.784,Visual Search Task,2024.2.1post4,59.8205980670766,2024-10-09 13h58.01.474839 +0530,
39,0,39,[0.08796296296296297],[0.16898148148148148],[1],[0],[0],[1.9534020000137389],['Target'],39,0,39,0,88.36465180013329,,5,88.34587109973654,88.36465180013329,88.36465180013329,0.012307099997997284,89.36624559992924,90.30004480015486,[0.08796296296296297],[0.16898148148148148],[1],[0],[0],[1.9534020000137389],['Target'],547174,001,2024-10-09_13h57.50.784,Visual Search Task,2024.2.1post4,59.8205980670766,2024-10-09 13h58.01.474839 +0530,
40,0,40,[0.33564814814814814],[0.38425925925925924],[1],[0],[0],[2.403360900003463],['Target'],40,0,40,0,90.33104189997539,,5,90.312646899838,90.33104189997539,90.33104189997539,0.01259690010920167,91.33213370013982,92.71689729997888,[0.33564814814814814],[0.38425925925925924],[1],[0],[0],[2.403360900003463],['Target'],547174,001,2024-10-09_13h57.50.784,Visual Search Task,2024.2.1post4,59.8205980670766,2024-10-09 13h58.01.474839 +0530,
41,0,41,[0.04861111111111111],[-0.36689814814814814],[1],[0],[0],[3.807794999796897],['Target'],41,0,41,0,92.76413069991395,,10,92.74104030011222,92.76413069991395,92.76413069991395,0.02402840042486787,93.76548249972984,96.54928469983861,[0.04861111111111111],[-0.36689814814814814],[1],[0],[0],[3.807794999796897],['Target'],547174,001,2024-10-09_13h57.50.784,Visual Search Task,2024.2.1post4,59.8205980670766,2024-10-09 13h58.01.474839 +0530,
42,0,42,[0.4201388888888889],[-0.2916666666666667],[1],[0],[0],[2.592288500163704],['Target'],42,0,42,0,96.59674490010366,,10,96.573361299932,96.59674490010366,96.59674490010366,0.023935799952596426,97.59836439974606,99.1661660997197,[0.4201388888888889],[-0.2916666666666667],[1],[0],[0],[2.592288500163704],['Target'],547174,001,2024-10-09_13h57.50.784,Visual Search Task,2024.2.1post4,59.8205980670766,2024-10-09 13h58.01.474839 +0530,
43,0,43,[-0.1087962962962963],[0.25810185185185186],[1],[0],[0],[1.885650800075382],['Target'],43,0,43,0,99.1966456999071,,5,99.17927169986069,99.1966456999071,99.1966456999071,0.012964699883013964,100.19765819981694,101.06538480008021,[-0.1087962962962963],[0.25810185185185186],[1],[0],[0],[1.885650800075382],['Target'],547174,001,2024-10-09_13h57.50.784,Visual Search Task,2024.2.1post4,59.8205980670766,2024-10-09 13h58.01.474839 +0530,
44,0,44,[-0.4270833333333333],[0.3599537037037037],[1],[0],[0],[1.6874424000270665],['Target'],44,0,44,0,101.09659030009061,,5,101.07717760000378,101.09659030009061,101.09659030009061,0.011683200020343065,102.09735029982403,102.76522349985316,[-0.4270833333333333],[0.3599537037037037],[1],[0],[0],[1.6874424000270665],['Target'],547174,001,2024-10-09_13h57.50.784,Visual Search Task,2024.2.1post4,59.8205980670766,2024-10-09 13h58.01.474839 +0530,
45,0,45,[-0.1099537037037037],[-0.36342592592592593],[1],[0],[0],[2.187256900127977],['Target'],45,0,45,0,102.79623629990965,,5,102.7770639997907,102.79623629990965,102.79623629990965,0.011791300028562546,103.79711369983852,104.96493500005454,[-0.1099537037037037],[-0.36342592592592593],[1],[0],[0],[2.187256900127977],['Target'],547174,001,2024-10-09_13h57.50.784,Visual Search Task,2024.2.1post4,59.8205980670766,2024-10-09 13h58.01.474839 +0530,
46,0,46,[0.09143518518518519],[0.22685185185185186],[1],[0],[0],[1.669732800219208],['Target'],46,0,46,0,104.9959021997638,,5,104.97789310012013,104.9959021997638,104.9959021997638,0.012911499943584204,105.99659270001575,106.64832939999178,[0.09143518518518519],[0.22685185185185186],[1],[0],[0],[1.669732800219208],['Target'],547174,001,2024-10-09_13h57.50.784,Visual Search Task,2024.2.1post4,59.8205980670766,2024-10-09 13h58.01.474839 +0530,
47,0,47,[0.1400462962962963],[0.03009259259259259],[1],[0],[0],[1.419399299658835],['Target'],47,0,47,0,106.67900320002809,,5,106.66130569996312,106.67900320002809,106.67900320002809,0.01275390014052391,107.67975409980863,108.08129470003769,[0.1400462962962963],[0.03009259259259259],[1],[0],[0],[1.419399299658835],['Target'],547174,001,2024-10-09_13h57.50.784,Visual Search Task,2024.2.1post4,59.8205980670766,2024-10-09 13h58.01.474839 +0530,
48,0,48,[0.3784722222222222],[0.4224537037037037],[1],[0],[0],[2.286208599805832],['Target'],48,0,48,0,108.11207959987223,,5,108.09433110011742,108.11207959987223,108.11207959987223,0.012924099806696177,109.11321750003844,110.38102990016341,[0.3784722222222222],[0.4224537037037037],[1],[0],[0],[2.286208599805832],['Target'],547174,001,2024-10-09_13h57.50.784,Visual Search Task,2024.2.1post4,59.8205980670766,2024-10-09 13h58.01.474839 +0530,
49,0,49,[-0.09490740740740741],[-0.3958333333333333],[1],[0],[0],[2.3194835004396737],['Target'],49,0,49,0,110.41171089978889,,5,110.39371050009504,110.41171089978889,110.41171089978889,0.012613500002771616,111.41272639995441,112.71383150015026,[-0.09490740740740741],[-0.3958333333333333],[1],[0],[0],[2.3194835004396737],['Target'],547174,001,2024-10-09_13h57.50.784,Visual Search Task,2024.2.1post4,59.8205980670766,2024-10-09 13h58.01.474839 +0530,
50,0,50,[0.1527777777777778],[-0.08796296296296297],[1],[0],[0],[1.9918916998431087],['Target'],50,0,50,0,112.76142599992454,,10,112.73883070005104,112.76142599992454,112.76142599992454,0.02488749986514449,113.76273990003392,114.73119929991663,[0.1527777777777778],[-0.08796296296296297],[1],[0],[0],[1.9918916998431087],['Target'],547174,001,2024-10-09_13h57.50.784,Visual Search Task,2024.2.1post4,59.8205980670766,2024-10-09 13h58.01.474839 +0530,
51,0,51,[0.059027777777777776],[0.2488425925925926],[1],[0],[0],[1.5393353002145886],['Target'],51,0,51,0,114.77794829988852,,10,114.75692760013044,114.77794829988852,114.77794829988852,0.025591200217604637,115.77913169981912,116.29679569974542,[0.059027777777777776],[0.2488425925925926],[1],[0],[0],[1.5393353002145886],['Target'],547174,001,2024-10-09_13h57.50.784,Visual Search Task,2024.2.1post4,59.8205980670766,2024-10-09 13h58.01.474839 +0530,
52,0,52,[0.011574074074074073],[-0.40625],[1],[0],[0],[2.6252526002936065],['Target'],52,0,52,0,116.34449809975922,,10,116.32094040000811,116.34449809975922,116.34449809975922,0.023986699990928173,117.34544180007651,118.94666490005329,[0.011574074074074073],[-0.40625],[1],[0],[0],[2.6252526002936065],['Target'],547174,001,2024-10-09_13h57.50.784,Visual Search Task,2024.2.1post4,59.8205980670766,2024-10-09 13h58.01.474839 +0530,
53,0,53,[-0.38657407407407407],[0.46875],[1],[0],[0],[2.708361899945885],['Target'],53,0,53,0,118.99392719985917,,10,118.97084419988096,118.99392719985917,118.99392719985917,0.024029700085520744,119.99568839976564,121.67967199999839,[-0.38657407407407407],[0.46875],[1],[0],[0],[2.708361899945885],['Target'],547174,001,2024-10-09_13h57.50.784,Visual Search Task,2024.2.1post4,59.8205980670766,2024-10-09 13h58.01.474839 +0530,
54,0,54,[-0.1863425925925926],[0.16319444444444445],[1],[0],[0],[3.419628200121224],['Target'],54,0,54,0,121.71033310005441,,5,121.69240880012512,121.71033310005441,121.71033310005441,0.012621600180864334,122.71159109985456,125.11258859978989,[-0.1863425925925926],[0.16319444444444445],[1],[0],[0],[3.419628200121224],['Target'],547174,001,2024-10-09_13h57.50.784,Visual Search Task,2024.2.1post4,59.8205980670766,2024-10-09 13h58.01.474839 +0530,
55,0,55,[0.05555555555555555],[-0.11805555555555555],[1],[0],[0],[6.241223600227386],['Target'],55,0,55,0,125.15978620015085,,10,125.1366412001662,125.15978620015085,125.15978620015085,0.023938999976962805,126.1609545997344,131.37831859989092,[0.05555555555555555],[-0.11805555555555555],[1],[0],[0],[6.241223600227386],['Target'],547174,001,2024-10-09_13h57.50.784,Visual Search Task,2024.2.1post4,59.8205980670766,2024-10-09 13h58.01.474839 +0530,
56,0,56,[-0.17824074074074073],[-0.18287037037037038],[1],[0],[0],[1.740926899947226],['Target'],56,0,56,0,131.4256712999195,,10,131.4030062998645,131.4256712999195,131.4256712999195,0.024543299805372953,132.42715210001916,133.14452259987593,[-0.17824074074074073],[-0.18287037037037038],[1],[0],[0],[1.740926899947226],['Target'],547174,001,2024-10-09_13h57.50.784,Visual Search Task,2024.2.1post4,59.8205980670766,2024-10-09 13h58.01.474839 +0530,
57,0,57,[0.2604166666666667],[0.13773148148148148],[1],[0],[0],[2.4713604003190994],['Target'],57,0,57,0,133.1757498998195,,5,133.15595299983397,133.1757498998195,133.1757498998195,0.0113001000136137,134.176679499913,135.62779780011624,[0.2604166666666667],[0.13773148148148148],[1],[0],[0],[2.4713604003190994],['Target'],547174,001,2024-10-09_13h57.50.784,Visual Search Task,2024.2.1post4,59.8205980670766,2024-10-09 13h58.01.474839 +0530,
58,0,58,[0.09606481481481481],[0.13657407407407407],[1],[0],[0],[1.369698400143534],['Target'],58,0,58,0,135.65859790006652,,5,135.64086559973657,135.65859790006652,135.65859790006652,0.012937699910253286,136.6596065000631,137.011035699863,[0.09606481481481481],[0.13657407407407407],[1],[0],[0],[1.369698400143534],['Target'],547174,001,2024-10-09_13h57.50.784,Visual Search Task,2024.2.1post4,59.8205980670766,2024-10-09 13h58.01.474839 +0530,
59,0,59,[-0.28703703703703703],[0.1388888888888889],[1],[0],[0],[10.275101500097662],['Target'],59,0,59,0,137.05807509971783,,10,137.03507620003074,137.05807509971783,137.05807509971783,0.023931500036269426,138.0595082999207,147.310676000081,[-0.28703703703703703],[0.1388888888888889],[1],[0],[0],[10.275101500097662],['Target'],547174,001,2024-10-09_13h57.50.784,Visual Search Task,2024.2.1post4,59.8205980670766,2024-10-09 13h58.01.474839 +0530,
60,0,60,[0.3738425925925926],[0.32407407407407407],[1],[0],[0],[2.5905168000608683],['Target'],60,0,60,0,147.35723030008376,,10,147.33546129986644,147.35723030008376,147.35723030008376,0.02464580023661256,148.35828740010038,149.9264400997199,[0.3738425925925926],[0.32407407407407407],[1],[0],[0],[2.5905168000608683],['Target'],547174,001,2024-10-09_13h57.50.784,Visual Search Task,2024.2.1post4,59.8205980670766,2024-10-09 13h58.01.474839 +0530,
61,0,61,[0.38425925925925924],[0.2777777777777778],[1],[0],[0],[1.1028549000620842],['Target'],61,0,61,0,149.9570137001574,,5,149.93917539995164,149.9570137001574,149.9570137001574,0.012598100118339062,150.95784689998254,151.04247580002993,[0.38425925925925924],[0.2777777777777778],[1],[0],[0],[1.1028549000620842],['Target'],547174,001,2024-10-09_13h57.50.784,Visual Search Task,2024.2.1post4,59.8205980670766,2024-10-09 13h58.01.474839 +0530,
