thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,Trials.thisRepN,Trials.thisTrialN,Trials.thisN,Trials.thisIndex,thisRow.t,notes,num_distr,trial.started,Fixation.started,Target.started,mouse.started,Fixation.stopped,trial.stopped,Trials.mouse.x,Trials.mouse.y,Trials.mouse.leftButton,Trials.mouse.midButton,Trials.mouse.rightButton,Trials.mouse.time,Trials.mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
62,0,62,[-0.13773148148148148],[0.2326388888888889],[1],[0],[0],[1.4197684996761382],['Target'],62,0,62,0,151.07329439977184,,5,151.05659459996969,151.07329439977184,151.07329439977184,0.013972199987620115,152.0745044001378,152.47686900012195,[-0.13773148148148148],[0.2326388888888889],[1],[0],[0],[1.4197684996761382],['Target'],547174,001,2024-10-09_13h57.50.784,Visual Search Task,2024.2.1post4,59.8205980670766,2024-10-09 13h58.01.474839 +0530,
63,0,63,[-0.19907407407407407],[-0.36689814814814814],[1],[0],[0],[2.857008899562061],['Target'],63,0,63,0,152.5231832000427,,10,152.5015036999248,152.5231832000427,152.5231832000427,0.024528200272470713,153.52450709976256,155.35900470009074,[-0.19907407407407407],[-0.36689814814814814],[1],[0],[0],[2.857008899562061],['Target'],547174,001,2024-10-09_13h57.50.784,Visual Search Task,2024.2.1post4,59.8205980670766,2024-10-09 13h58.01.474839 +0530,
64,0,64,"[0.3402777777777778, 0.28935185185185186, 0.30671296296296297, 0.3263888888888889]","[-0.010416666666666666, 0.059027777777777776, 0.04398148148148148, 0.46412037037037035]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[1.769275899976492, 2.8537049000151455, 3.8857061001472175, 5.0185317997820675]","[None, None, None, 'Target']",64,0,64,0,155.3893772000447,,5,155.37195600010455,155.3893772000447,155.3893772000447,0.012809700332581997,156.39060010015965,160.39098809985444,"[0.3402777777777778, 0.28935185185185186, 0.30671296296296297, 0.3263888888888889]","[-0.010416666666666666, 0.059027777777777776, 0.04398148148148148, 0.46412037037037035]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[1.769275899976492, 2.8537049000151455, 3.8857061001472175, 5.0185317997820675]","[None, None, None, 'Target']",547174,001,2024-10-09_13h57.50.784,Visual Search Task,2024.2.1post4,59.8205980670766,2024-10-09 13h58.01.474839 +0530,
65,0,65,[-0.08912037037037036],[0.2152777777777778],[1],[0],[0],[1.3860251996666193],['Target'],65,0,65,0,160.4223613999784,,5,160.40482589975,160.4223613999784,160.4223613999784,0.013674399815499783,161.4230085001327,161.7913653999567,[-0.08912037037037036],[0.2152777777777778],[1],[0],[0],[1.3860251996666193],['Target'],547174,001,2024-10-09_13h57.50.784,Visual Search Task,2024.2.1post4,59.8205980670766,2024-10-09 13h58.01.474839 +0530,
66,0,66,[-0.49074074074074076],[-0.11226851851851852],[1],[0],[0],[1.8570194002240896],['Target'],66,0,66,0,161.83846849994734,,10,161.81650929991156,161.83846849994734,161.83846849994734,0.025030599907040596,162.83976989984512,163.67405309993774,[-0.49074074074074076],[-0.11226851851851852],[1],[0],[0],[1.8570194002240896],['Target'],547174,001,2024-10-09_13h57.50.784,Visual Search Task,2024.2.1post4,59.8205980670766,2024-10-09 13h58.01.474839 +0530,
67,0,67,[-0.12037037037037036],[-0.4537037037037037],[1],[0],[0],[1.9379134001210332],['Target'],67,0,67,0,163.70490540005267,,5,163.68566170008853,163.70490540005267,163.70490540005267,0.011492699850350618,164.70636569987983,165.62414499977604,[-0.12037037037037036],[-0.4537037037037037],[1],[0],[0],[1.9379134001210332],['Target'],547174,001,2024-10-09_13h57.50.784,Visual Search Task,2024.2.1post4,59.8205980670766,2024-10-09 13h58.01.474839 +0530,
68,0,68,[0.12037037037037036],[0.3402777777777778],[1],[0],[0],[1.602934000082314],['Target'],68,0,68,0,165.6547159999609,,5,165.63639379991218,165.6547159999609,165.6547159999609,0.012252900283783674,166.65575130004436,167.2401367998682,[0.12037037037037036],[0.3402777777777778],[1],[0],[0],[1.602934000082314],['Target'],547174,001,2024-10-09_13h57.50.784,Visual Search Task,2024.2.1post4,59.8205980670766,2024-10-09 13h58.01.474839 +0530,
69,0,69,[-0.35648148148148145],[0.40162037037037035],[1],[0],[0],[2.120984600391239],['Target'],69,0,69,0,167.27127659972757,,5,167.25206660013646,167.27127659972757,167.27127659972757,0.011854300275444984,168.2724210997112,169.3735802997835,[-0.35648148148148145],[0.40162037037037035],[1],[0],[0],[2.120984600391239],['Target'],547174,001,2024-10-09_13h57.50.784,Visual Search Task,2024.2.1post4,59.8205980670766,2024-10-09 13h58.01.474839 +0530,
70,0,70,[-0.1111111111111111],[-0.3958333333333333],[1],[0],[0],[2.6242064996622503],['Target'],70,0,70,0,169.42060980014503,,10,169.39809350017458,169.42060980014503,169.42060980014503,0.024386100005358458,170.42209160001948,172.0228637000546,[-0.1111111111111111],[-0.3958333333333333],[1],[0],[0],[2.6242064996622503],['Target'],547174,001,2024-10-09_13h57.50.784,Visual Search Task,2024.2.1post4,59.8205980670766,2024-10-09 13h58.01.474839 +0530,
71,0,71,[0.2974537037037037],[-0.14699074074074073],[1],[0],[0],[3.026473100297153],['Target'],71,0,71,0,172.07057259976864,,10,172.04690890014172,172.07057259976864,172.07057259976864,0.02390610007569194,173.07159789977595,175.07388160005212,[0.2974537037037037],[-0.14699074074074073],[1],[0],[0],[3.026473100297153],['Target'],547174,001,2024-10-09_13h57.50.784,Visual Search Task,2024.2.1post4,59.8205980670766,2024-10-09 13h58.01.474839 +0530,
72,0,72,[-0.09375],[0.0763888888888889],[1],[0],[0],[2.535328600089997],['Target'],72,0,72,0,175.10365539975464,,5,175.08663789974526,175.10365539975464,175.10365539975464,0.012620100285857916,176.1055247997865,177.6224473998882,[-0.09375],[0.0763888888888889],[1],[0],[0],[2.535328600089997],['Target'],547174,001,2024-10-09_13h57.50.784,Visual Search Task,2024.2.1post4,59.8205980670766,2024-10-09 13h58.01.474839 +0530,
73,0,73,[-0.30671296296296297],[-0.4212962962962963],[1],[0],[0],[2.6590020996518433],['Target'],73,0,73,0,177.66972759971395,,10,177.64715689979494,177.66972759971395,177.66972759971395,0.024598799645900726,178.67112269997597,180.3066485999152,[-0.30671296296296297],[-0.4212962962962963],[1],[0],[0],[2.6590020996518433],['Target'],547174,001,2024-10-09_13h57.50.784,Visual Search Task,2024.2.1post4,59.8205980670766,2024-10-09 13h58.01.474839 +0530,
74,0,74,[-0.4201388888888889],[0.1875],[1],[0],[0],[2.50828510010615],['Target'],74,0,74,0,180.3529986999929,,10,180.33068560017273,180.3529986999929,180.3529986999929,0.023898400366306305,181.353857900016,182.83942419989035,[-0.4201388888888889],[0.1875],[1],[0],[0],[2.50828510010615],['Target'],547174,001,2024-10-09_13h57.50.784,Visual Search Task,2024.2.1post4,59.8205980670766,2024-10-09 13h58.01.474839 +0530,
75,0,75,[-0.4861111111111111],[-0.04050925925925926],[1],[0],[0],[1.5187177998013794],['Target'],75,0,75,0,182.86921439971775,,5,182.85267039993778,182.86921439971775,182.86921439971775,0.01309160003438592,183.87061560014263,184.3719016998075,[-0.4861111111111111],[-0.04050925925925926],[1],[0],[0],[1.5187177998013794],['Target'],547174,001,2024-10-09_13h57.50.784,Visual Search Task,2024.2.1post4,59.8205980670766,2024-10-09 13h58.01.474839 +0530,
76,0,76,[-0.015046296296296295],[0.2361111111111111],[1],[0],[0],[2.102865899913013],['Target'],76,0,76,0,184.4022923000157,,5,184.38407499995083,184.4022923000157,184.4022923000157,0.012197799980640411,185.40385540015996,186.48772950004786,[-0.015046296296296295],[0.2361111111111111],[1],[0],[0],[2.102865899913013],['Target'],547174,001,2024-10-09_13h57.50.784,Visual Search Task,2024.2.1post4,59.8205980670766,2024-10-09 13h58.01.474839 +0530,
77,0,77,[0.4224537037037037],[-0.26851851851851855],[1],[0],[0],[5.253919000271708],['Target'],77,0,77,0,186.51878539985046,,5,186.49953919975087,186.51878539985046,186.51878539985046,0.011709300335496664,187.51993939979002,191.75411520013586,[0.4224537037037037],[-0.26851851851851855],[1],[0],[0],[5.253919000271708],['Target'],547174,001,2024-10-09_13h57.50.784,Visual Search Task,2024.2.1post4,59.8205980670766,2024-10-09 13h58.01.474839 +0530,
78,0,78,[-0.2662037037037037],[0.26273148148148145],[1],[0],[0],[2.2013236000202596],['Target'],78,0,78,0,191.78475640015677,,5,191.7695301999338,191.78475640015677,191.78475640015677,0.015249900054186583,192.78583079995587,193.9713034001179,[-0.2662037037037037],[0.26273148148148145],[1],[0],[0],[2.2013236000202596],['Target'],547174,001,2024-10-09_13h57.50.784,Visual Search Task,2024.2.1post4,59.8205980670766,2024-10-09 13h58.01.474839 +0530,
79,0,79,[0.024305555555555556],[0.3541666666666667],[1],[0],[0],[1.8242532000876963],['Target'],79,0,79,0,194.01786320004612,,10,193.99539109971374,194.01786320004612,194.01786320004612,0.02397789992392063,195.01913020014763,195.8200981998816,[0.024305555555555556],[0.3541666666666667],[1],[0],[0],[1.8242532000876963],['Target'],547174,001,2024-10-09_13h57.50.784,Visual Search Task,2024.2.1post4,59.8205980670766,2024-10-09 13h58.01.474839 +0530,
80,0,80,[0.26851851851851855],[-0.024305555555555556],[1],[0],[0],[2.392534200102091],['Target'],80,0,80,0,195.8675182997249,,10,195.84371249983087,195.8675182997249,195.8675182997249,0.023476699832826853,196.86890449980274,198.2367440997623,[0.26851851851851855],[-0.024305555555555556],[1],[0],[0],[2.392534200102091],['Target'],547174,001,2024-10-09_13h57.50.784,Visual Search Task,2024.2.1post4,59.8205980670766,2024-10-09 13h58.01.474839 +0530,
81,0,81,[-0.1388888888888889],[0.44328703703703703],[1],[0],[0],[2.1528063998557627],['Target'],81,0,81,0,198.26722249994054,,5,198.24912980012596,198.26722249994054,198.26722249994054,0.012343599926680326,199.2684067999944,200.40264200000092,[-0.1388888888888889],[0.44328703703703703],[1],[0],[0],[2.1528063998557627],['Target'],547174,001,2024-10-09_13h57.50.784,Visual Search Task,2024.2.1post4,59.8205980670766,2024-10-09 13h58.01.474839 +0530,
82,0,82,[0.4166666666666667],[0.13657407407407407],[1],[0],[0],[3.524351099971682],['Target'],82,0,82,0,200.45049339998513,,10,200.427200099919,200.45049339998513,200.45049339998513,0.024444399867206812,201.45184809993953,203.95209869975224,[0.4166666666666667],[0.13657407407407407],[1],[0],[0],[3.524351099971682],['Target'],547174,001,2024-10-09_13h57.50.784,Visual Search Task,2024.2.1post4,59.8205980670766,2024-10-09 13h58.01.474839 +0530,
83,0,83,[0.4710648148148148],[-0.45601851851851855],[1],[0],[0],[3.6878519002348185],['Target'],83,0,83,0,203.98314369982108,,5,203.9634182001464,203.98314369982108,203.98314369982108,0.01120389997959137,204.98459949996322,207.65182190015912,[0.4710648148148148],[-0.45601851851851855],[1],[0],[0],[3.6878519002348185],['Target'],547174,001,2024-10-09_13h57.50.784,Visual Search Task,2024.2.1post4,59.8205980670766,2024-10-09 13h58.01.474839 +0530,
84,0,84,[0.2326388888888889],[-0.19907407407407407],[1],[0],[0],[3.209650100208819],['Target'],84,0,84,0,207.6994074997492,,10,207.6762167001143,207.6994074997492,207.6994074997492,0.02428850019350648,208.70047099981457,210.88632130017504,[0.2326388888888889],[-0.19907407407407407],[1],[0],[0],[3.209650100208819],['Target'],547174,001,2024-10-09_13h57.50.784,Visual Search Task,2024.2.1post4,59.8205980670766,2024-10-09 13h58.01.474839 +0530,
85,0,85,[-0.028935185185185185],[-0.1388888888888889],[1],[0],[0],[3.2678340999409556],['Target'],85,0,85,0,210.91602479992434,,5,210.89991910010576,210.91602479992434,210.91602479992434,0.01346029993146658,211.91680769994855,214.16820239974186,[-0.028935185185185185],[-0.1388888888888889],[1],[0],[0],[3.2678340999409556],['Target'],547174,001,2024-10-09_13h57.50.784,Visual Search Task,2024.2.1post4,59.8205980670766,2024-10-09 13h58.01.474839 +0530,
86,0,86,[0.2337962962962963],[-0.2326388888888889],[1],[0],[0],[5.257838800083846],['Target'],86,0,86,0,214.21511079976335,,10,214.1921155997552,214.21511079976335,214.21511079976335,0.023808699566870928,215.21633919980377,219.45042209979147,[0.2337962962962963],[-0.2326388888888889],[1],[0],[0],[5.257838800083846],['Target'],547174,001,2024-10-09_13h57.50.784,Visual Search Task,2024.2.1post4,59.8205980670766,2024-10-09 13h58.01.474839 +0530,
87,0,87,"[0.2337962962962963, 0.4085648148148148]","[-0.2326388888888889, -0.24421296296296297]","[1, 1]","[0, 0]","[0, 0]","[1.937336599919945, 2.8044962999410927]","[None, 'Target']",87,0,87,0,219.4812336997129,,5,219.462463399861,219.4812336997129,219.4812336997129,0.011987500358372927,220.4823925998062,222.2676928001456,"[0.2337962962962963, 0.4085648148148148]","[-0.2326388888888889, -0.24421296296296297]","[1, 1]","[0, 0]","[0, 0]","[1.937336599919945, 2.8044962999410927]","[None, 'Target']",547174,001,2024-10-09_13h57.50.784,Visual Search Task,2024.2.1post4,59.8205980670766,2024-10-09 13h58.01.474839 +0530,
88,0,88,[0.26273148148148145],[-0.020833333333333332],[1],[0],[0],[1.6681097000837326],['Target'],88,0,88,0,222.29759529978037,,5,222.28117509977892,222.29759529978037,222.29759529978037,0.01331909978762269,223.2989412001334,223.9497543000616,[0.26273148148148145],[-0.020833333333333332],[1],[0],[0],[1.6681097000837326],['Target'],547174,001,2024-10-09_13h57.50.784,Visual Search Task,2024.2.1post4,59.8205980670766,2024-10-09 13h58.01.474839 +0530,
89,0,89,[-0.35300925925925924],[0.11226851851851852],[1],[0],[0],[5.674697100184858],['Target'],89,0,89,0,223.99757590005174,,10,223.97387029975653,223.99757590005174,223.99757590005174,0.02400929993018508,224.9982881997712,229.6490448997356,[-0.35300925925925924],[0.11226851851851852],[1],[0],[0],[5.674697100184858],['Target'],547174,001,2024-10-09_13h57.50.784,Visual Search Task,2024.2.1post4,59.8205980670766,2024-10-09 13h58.01.474839 +0530,
90,0,90,[-0.13657407407407407],[0.3298611111111111],[1],[0],[0],[2.074843400157988],['Target'],90,0,90,0,229.6967545999214,,10,229.67402479983866,229.6967545999214,229.6967545999214,0.024814799893647432,230.69828670006245,231.74936079978943,[-0.13657407407407407],[0.3298611111111111],[1],[0],[0],[2.074843400157988],['Target'],547174,001,2024-10-09_13h57.50.784,Visual Search Task,2024.2.1post4,59.8205980670766,2024-10-09 13h58.01.474839 +0530,
91,0,91,[-0.37962962962962965],[-0.3298611111111111],[1],[0],[0],[4.902620899956673],['Target'],91,0,91,0,231.77996699977666,,5,231.76210149982944,231.77996699977666,231.77996699977666,0.012604800052940845,232.78074349975213,236.66521449992433,[-0.37962962962962965],[-0.3298611111111111],[1],[0],[0],[4.902620899956673],['Target'],547174,001,2024-10-09_13h57.50.784,Visual Search Task,2024.2.1post4,59.8205980670766,2024-10-09 13h58.01.474839 +0530,
92,0,92,[-0.11458333333333333],[0.06018518518518518],[1],[0],[0],[1.5415825000964105],['Target'],92,0,92,0,236.71228659991175,,10,236.689824400004,236.71228659991175,236.71228659991175,0.024504200089722872,237.71390309976414,238.23186729988083,[-0.11458333333333333],[0.06018518518518518],[1],[0],[0],[1.5415825000964105],['Target'],547174,001,2024-10-09_13h57.50.784,Visual Search Task,2024.2.1post4,59.8205980670766,2024-10-09 13h58.01.474839 +0530,
93,0,93,[0.36574074074074076],[0.019675925925925927],[1],[0],[0],[2.474228100385517],['Target'],93,0,93,0,238.2787987999618,,10,238.25651310011744,238.2787987999618,238.2787987999618,0.024420599918812513,239.27995759993792,240.73123699985445,[0.36574074074074076],[0.019675925925925927],[1],[0],[0],[2.474228100385517],['Target'],547174,001,2024-10-09_13h57.50.784,Visual Search Task,2024.2.1post4,59.8205980670766,2024-10-09 13h58.01.474839 +0530,
94,0,94,[-0.27199074074074076],[0.05092592592592592],[1],[0],[0],[1.7206911002285779],['Target'],94,0,94,0,240.7621031999588,,5,240.7429333999753,240.7621031999588,240.7621031999588,0.011595000047236681,241.763501400128,242.46427439991385,[-0.27199074074074076],[0.05092592592592592],[1],[0],[0],[1.7206911002285779],['Target'],547174,001,2024-10-09_13h57.50.784,Visual Search Task,2024.2.1post4,59.8205980670766,2024-10-09 13h58.01.474839 +0530,
95,0,95,[0.08101851851851852],[-0.35185185185185186],[1],[0],[0],[3.1415249998681247],['Target'],95,0,95,0,242.51151659991592,,10,242.48846009979025,242.51151659991592,242.51151659991592,0.024057199712842703,243.51297709997743,245.63049699971452,[0.08101851851851852],[-0.35185185185185186],[1],[0],[0],[3.1415249998681247],['Target'],547174,001,2024-10-09_13h57.50.784,Visual Search Task,2024.2.1post4,59.8205980670766,2024-10-09 13h58.01.474839 +0530,
96,0,96,[-0.38773148148148145],[0.13773148148148148],[1],[0],[0],[1.8413854003883898],['Target'],96,0,96,0,245.6778679001145,,10,245.65496429987252,245.6778679001145,245.6778679001145,0.024314699694514275,246.67905499972403,247.49684919975698,[-0.38773148148148145],[0.13773148148148148],[1],[0],[0],[1.8413854003883898],['Target'],547174,001,2024-10-09_13h57.50.784,Visual Search Task,2024.2.1post4,59.8205980670766,2024-10-09 13h58.01.474839 +0530,
97,0,97,[0.24421296296296297],[-0.32175925925925924],[1],[0],[0],[2.3038523998111486],['Target'],97,0,97,0,247.52761449990794,,5,247.5095370998606,247.52761449990794,247.52761449990794,0.012617799919098616,248.5286817001179,249.81410409975797,[0.24421296296296297],[-0.32175925925925924],[1],[0],[0],[2.3038523998111486],['Target'],547174,001,2024-10-09_13h57.50.784,Visual Search Task,2024.2.1post4,59.8205980670766,2024-10-09 13h58.01.474839 +0530,
98,0,98,[0.31712962962962965],[-0.27662037037037035],[1],[0],[0],[1.702303399797529],['Target'],98,0,98,0,249.84410549979657,,5,249.82713720016181,249.84410549979657,249.84410549979657,0.012895999941974878,250.8453759998083,251.52994079981,[0.31712962962962965],[-0.27662037037037035],[1],[0],[0],[1.702303399797529],['Target'],547174,001,2024-10-09_13h57.50.784,Visual Search Task,2024.2.1post4,59.8205980670766,2024-10-09 13h58.01.474839 +0530,
99,0,99,[-0.41550925925925924],[0.10648148148148148],[1],[0],[0],[2.6077797999605536],['Target'],99,0,99,0,251.57707190001383,,10,251.55431369971484,251.57707190001383,251.57707190001383,0.02426399989053607,252.57820490002632,254.16254259971902,[-0.41550925925925924],[0.10648148148148148],[1],[0],[0],[2.6077797999605536],['Target'],547174,001,2024-10-09_13h57.50.784,Visual Search Task,2024.2.1post4,59.8205980670766,2024-10-09 13h58.01.474839 +0530,
100,0,100,[-0.35185185185185186],[0.10300925925925926],[1],[0],[0],[2.0037614996545017],['Target'],100,0,100,0,254.1934404997155,,5,254.17474619997665,254.1934404997155,254.1934404997155,0.012095799669623375,255.194548800122,256.1792431999929,[-0.35185185185185186],[0.10300925925925926],[1],[0],[0],[2.0037614996545017],['Target'],547174,001,2024-10-09_13h57.50.784,Visual Search Task,2024.2.1post4,59.8205980670766,2024-10-09 13h58.01.474839 +0530,
101,0,101,[0.20023148148148148],[0.38773148148148145],[1],[0],[0],[2.4043052000924945],['Target'],101,0,101,0,256.2101865001023,,5,256.19087099982426,256.2101865001023,256.2101865001023,0.011592799797654152,257.21151269972324,258.59593549976125,[0.20023148148148148],[0.38773148148148145],[1],[0],[0],[2.4043052000924945],['Target'],547174,001,2024-10-09_13h57.50.784,Visual Search Task,2024.2.1post4,59.8205980670766,2024-10-09 13h58.01.474839 +0530,
102,0,102,[-0.47337962962962965],[0.3055555555555556],[1],[0],[0],[2.1041431999765337],['Target'],102,0,102,0,258.6261299001053,,5,258.60884229978547,258.6261299001053,258.6261299001053,0.012797399889677763,259.6272474997677,260.7134206001647,[-0.47337962962962965],[0.3055555555555556],[1],[0],[0],[2.1041431999765337],['Target'],547174,001,2024-10-09_13h57.50.784,Visual Search Task,2024.2.1post4,59.8205980670766,2024-10-09 13h58.01.474839 +0530,
103,0,103,[-0.3287037037037037],[0.1863425925925926],[1],[0],[0],[5.858019100036472],['Target'],103,0,103,0,260.7592247999273,,10,260.73740629991516,260.7592247999273,260.7592247999273,0.02388329990208149,261.7608317998238,266.59582100016996,[-0.3287037037037037],[0.1863425925925926],[1],[0],[0],[5.858019100036472],['Target'],547174,001,2024-10-09_13h57.50.784,Visual Search Task,2024.2.1post4,59.8205980670766,2024-10-09 13h58.01.474839 +0530,
104,0,104,[-0.375],[-0.019675925925925927],[1],[0],[0],[2.0543629000894725],['Target'],104,0,104,0,266.6252274001017,,5,266.6090561999008,266.6252274001017,266.6252274001017,0.013099799863994122,267.62637059995905,268.6647691000253,[-0.375],[-0.019675925925925927],[1],[0],[0],[2.0543629000894725],['Target'],547174,001,2024-10-09_13h57.50.784,Visual Search Task,2024.2.1post4,59.8205980670766,2024-10-09 13h58.01.474839 +0530,
105,0,105,[0.06365740740740741],[-0.4351851851851852],[1],[0],[0],[2.354846099857241],['Target'],105,0,105,0,268.72469739988446,,10,268.70508729992434,268.72469739988446,268.72469739988446,0.03980050003156066,269.7263795998879,271.0603891001083,[0.06365740740740741],[-0.4351851851851852],[1],[0],[0],[2.354846099857241],['Target'],547174,001,2024-10-09_13h57.50.784,Visual Search Task,2024.2.1post4,59.8205980670766,2024-10-09 13h58.01.474839 +0530,
106,0,106,[-0.2465277777777778],[-0.09490740740740741],[1],[0],[0],[1.6742557999677956],['Target'],106,0,106,0,271.1082067997195,,10,271.0854400000535,271.1082067997195,271.1082067997195,0.024912700057029724,272.109434499871,272.7601717999205,[-0.2465277777777778],[-0.09490740740740741],[1],[0],[0],[1.6742557999677956],['Target'],547174,001,2024-10-09_13h57.50.784,Visual Search Task,2024.2.1post4,59.8205980670766,2024-10-09 13h58.01.474839 +0530,
107,0,107,[-0.41898148148148145],[-0.23842592592592593],[1],[0],[0],[1.4915601001121104],['Target'],107,0,107,0,272.80782500002533,,10,272.7847060998902,272.80782500002533,272.80782500002533,0.024398600216954947,273.8089513001032,274.27680849982426,[-0.41898148148148145],[-0.23842592592592593],[1],[0],[0],[1.4915601001121104],['Target'],547174,001,2024-10-09_13h57.50.784,Visual Search Task,2024.2.1post4,59.8205980670766,2024-10-09 13h58.01.474839 +0530,
108,0,108,[-0.2025462962962963],[0.3298611111111111],[1],[0],[0],[1.7755328002385795],['Target'],108,0,108,0,274.32417060015723,,10,274.3007112997584,274.32417060015723,274.32417060015723,0.023763699922710657,275.32555940002203,276.0767296999693,[-0.2025462962962963],[0.3298611111111111],[1],[0],[0],[1.7755328002385795],['Target'],547174,001,2024-10-09_13h57.50.784,Visual Search Task,2024.2.1post4,59.8205980670766,2024-10-09 13h58.01.474839 +0530,
109,0,109,[-0.37962962962962965],[0.35648148148148145],[1],[0],[0],[1.475410500075668],['Target'],109,0,109,0,276.12378429993987,,10,276.10077319992706,276.12378429993987,276.12378429993987,0.023926999885588884,277.1253082999028,277.5767450998537,[-0.37962962962962965],[0.35648148148148145],[1],[0],[0],[1.475410500075668],['Target'],547174,001,2024-10-09_13h57.50.784,Visual Search Task,2024.2.1post4,59.8205980670766,2024-10-09 13h58.01.474839 +0530,
110,0,110,[-0.061342592592592594],[-0.20717592592592593],[1],[0],[0],[1.9911103998310864],['Target'],110,0,110,0,277.6238285000436,,10,277.6013621999882,277.6238285000436,277.6238285000436,0.024481299798935652,278.6248969999142,279.59301859978586,[-0.061342592592592594],[-0.20717592592592593],[1],[0],[0],[1.9911103998310864],['Target'],547174,001,2024-10-09_13h57.50.784,Visual Search Task,2024.2.1post4,59.8205980670766,2024-10-09 13h58.01.474839 +0530,
111,0,111,[0.47453703703703703],[-0.3912037037037037],[1],[0],[0],[2.2861167998053133],['Target'],111,0,111,0,279.62377709988505,,5,279.6061252001673,279.62377709988505,279.62377709988505,0.012973799835890532,280.6247009001672,281.8927393001504,[0.47453703703703703],[-0.3912037037037037],[1],[0],[0],[2.2861167998053133],['Target'],547174,001,2024-10-09_13h57.50.784,Visual Search Task,2024.2.1post4,59.8205980670766,2024-10-09 13h58.01.474839 +0530,
112,0,112,[0.21875],[-0.4537037037037037],[1],[0],[0],[2.936853800434619],['Target'],112,0,112,0,281.9234127998352,,5,281.9048524997197,281.9234127998352,281.9234127998352,0.012090899981558323,282.92454290017486,284.84258059971035,[0.21875],[-0.4537037037037037],[1],[0],[0],[2.936853800434619],['Target'],547174,001,2024-10-09_13h57.50.784,Visual Search Task,2024.2.1post4,59.8205980670766,2024-10-09 13h58.01.474839 +0530,
113,0,113,[-0.3263888888888889],[0.33796296296296297],[1],[0],[0],[1.9530817996710539],['Target'],113,0,113,0,284.87272999994457,,5,284.85492599988356,284.87272999994457,284.87272999994457,0.012323500122874975,285.8743424997665,286.80860790004954,[-0.3263888888888889],[0.33796296296296297],[1],[0],[0],[1.9530817996710539],['Target'],547174,001,2024-10-09_13h57.50.784,Visual Search Task,2024.2.1post4,59.8205980670766,2024-10-09 13h58.01.474839 +0530,
114,0,114,[-0.11689814814814815],[-0.45949074074074076],[1],[0],[0],[2.24081140011549],['Target'],114,0,114,0,286.85609380016103,,10,286.8336688997224,286.85609380016103,286.85609380016103,0.024918300099670887,287.8570877001621,289.0750361001119,[-0.11689814814814815],[-0.45949074074074076],[1],[0],[0],[2.24081140011549],['Target'],547174,001,2024-10-09_13h57.50.784,Visual Search Task,2024.2.1post4,59.8205980670766,2024-10-09 13h58.01.474839 +0530,
115,0,115,[0.22800925925925927],[-0.07291666666666667],[1],[0],[0],[2.8525433000177145],['Target'],115,0,115,0,289.105833100155,,5,289.0884019997902,289.105833100155,289.105833100155,0.013247199822217226,290.1071858997457,291.94149280013517,[0.22800925925925927],[-0.07291666666666667],[1],[0],[0],[2.8525433000177145],['Target'],547174,001,2024-10-09_13h57.50.784,Visual Search Task,2024.2.1post4,59.8205980670766,2024-10-09 13h58.01.474839 +0530,
116,0,116,[0.13773148148148148],[0.22106481481481483],[1],[0],[0],[1.8527456996962428],['Target'],116,0,116,0,291.97230259981006,,5,291.9538686000742,291.97230259981006,291.97230259981006,0.012463999912142754,292.9732570000924,293.8074663998559,[0.13773148148148148],[0.22106481481481483],[1],[0],[0],[1.8527456996962428],['Target'],547174,001,2024-10-09_13h57.50.784,Visual Search Task,2024.2.1post4,59.8205980670766,2024-10-09 13h58.01.474839 +0530,
117,0,117,[0.46296296296296297],[-0.22453703703703703],[1],[0],[0],[2.2246153000742197],['Target'],117,0,117,0,293.85505439992994,,10,293.8322459999472,293.85505439992994,293.85505439992994,0.024669900070875883,294.8561296998523,296.0573005997576,[0.46296296296296297],[-0.22453703703703703],[1],[0],[0],[2.2246153000742197],['Target'],547174,001,2024-10-09_13h57.50.784,Visual Search Task,2024.2.1post4,59.8205980670766,2024-10-09 13h58.01.474839 +0530,
118,0,118,[-0.29050925925925924],[0.38425925925925924],[1],[0],[0],[2.170193400233984],['Target'],118,0,118,0,296.0880848001689,,5,296.06959979981184,296.0880848001689,296.0880848001689,0.012212600093334913,297.0896958997473,298.24046109989285,[-0.29050925925925924],[0.38425925925925924],[1],[0],[0],[2.170193400233984],['Target'],547174,001,2024-10-09_13h57.50.784,Visual Search Task,2024.2.1post4,59.8205980670766,2024-10-09 13h58.01.474839 +0530,
119,0,119,[-0.4224537037037037],[-0.3993055555555556],[1],[0],[0],[4.02529130037874],['Target'],119,0,119,0,298.28757769986987,,10,298.2652536998503,298.28757769986987,298.28757769986987,0.024679599795490503,299.2891123997979,302.29106689989567,[-0.4224537037037037],[-0.3993055555555556],[1],[0],[0],[4.02529130037874],['Target'],547174,001,2024-10-09_13h57.50.784,Visual Search Task,2024.2.1post4,59.8205980670766,2024-10-09 13h58.01.474839 +0530,
