pos,corr_resp,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,Fixation.started,line_1.started,line_2.started,line_3.started,line_4.started,Fixation.stopped,probe.started,key_resp.started,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,trials_2.key_resp.keys,trials_2.key_resp.corr,trials_2.key_resp.rt,trials_2.key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
150,v,17,1,4,v,1,0.32625158299924806,None,4,1,17,1,,,,,40.88317074999213,,40.87274191697361,40.88317074999213,41.87078954197932,41.87078954197932,41.87078954197932,41.87078954197932,41.87770041698241,42.870199624972884,42.870199624972884,43.19913850000012,v,1,0.32625158299924806,None,,,,,1,001,2024-11-18_22h11.11.707,Motor Sequence Learning,2024.2.4,None,2024-11-18 22h11.20.128953 +0530,
50,c,18,2,4,c,1,0.27328662501531653,None,4,2,18,2,,,,,43.20836866699392,,43.199685624975245,43.20836866699392,44.21239566698205,44.21239566698205,44.21239566698205,44.21239566698205,44.22911854198901,45.19500362497638,45.19500362497638,45.47167495798203,c,1,0.27328662501531653,None,,,,,1,001,2024-11-18_22h11.11.707,Motor Sequence Learning,2024.2.4,None,2024-11-18 22h11.20.128953 +0530,
-150,z,19,3,4,z,1,0.36069895801483653,None,4,3,19,3,,,,,45.48193516698666,,45.47206862497842,45.48193516698666,46.46522116698907,46.46522116698907,46.46522116698907,46.46522116698907,46.47951329199714,47.47068341699196,47.47068341699196,47.838736124977004,z,1,0.36069895801483653,None,,,,,1,001,2024-11-18_22h11.11.707,Motor Sequence Learning,2024.2.4,None,2024-11-18 22h11.20.128953 +0530,
-50,x,20,0,5,x,1,0.6718440419936087,None,5,0,20,0,,,,,47.862580499990145,,47.83907541699591,47.862580499990145,48.83716766699217,48.83716766699217,48.83716766699217,48.83716766699217,48.85333158299909,49.83682870797929,49.83682870797929,50.51516087498749,x,1,0.6718440419936087,None,,,,,1,001,2024-11-18_22h11.11.707,Motor Sequence Learning,2024.2.4,None,2024-11-18 22h11.20.128953 +0530,
150,v,21,1,5,v,1,0.2962806669820566,None,5,1,21,1,,,,,50.525917249993654,,50.515796791994944,50.525917249993654,51.5137238749885,51.5137238749885,51.5137238749885,51.5137238749885,51.52028320799582,52.51214700000128,52.51214700000128,52.81321591697633,v,1,0.2962806669820566,None,,,,,1,001,2024-11-18_22h11.11.707,Motor Sequence Learning,2024.2.4,None,2024-11-18 22h11.20.128953 +0530,
50,c,22,2,5,c,1,0.30431770798168145,None,5,2,22,2,,,,,52.82216833299026,,52.81356720798067,52.82216833299026,53.80679770797724,53.80679770797724,53.80679770797724,53.80679770797724,53.82891162499436,54.80274208297487,54.80274208297487,55.114602166984696,c,1,0.30431770798168145,None,,,,,1,001,2024-11-18_22h11.11.707,Motor Sequence Learning,2024.2.4,None,2024-11-18 22h11.20.128953 +0530,
-150,z,23,3,5,z,1,0.28392291598720476,None,5,3,23,3,,,,,55.1293348329782,,55.11503470799653,55.1293348329782,56.11195279198,56.11195279198,56.11195279198,56.11195279198,56.11874079197878,57.11222604199429,57.11222604199429,57.40306845799205,z,1,0.28392291598720476,None,,,,,1,001,2024-11-18_22h11.11.707,Motor Sequence Learning,2024.2.4,None,2024-11-18 22h11.20.128953 +0530,
-50,x,24,0,6,x,1,0.3263702089898288,None,6,0,24,0,,,,,57.41295191698009,,57.40335579199018,57.41295191698009,58.39709416698315,58.39709416698315,58.39709416698315,58.39709416698315,58.40451179197407,59.39427908297512,59.39427908297512,59.729555957979755,x,1,0.3263702089898288,None,,,,,1,001,2024-11-18_22h11.11.707,Motor Sequence Learning,2024.2.4,None,2024-11-18 22h11.20.128953 +0530,
150,v,25,1,6,v,1,0.29290295898681507,None,6,1,25,1,,,,,59.73981529197772,,59.73016083298717,59.73981529197772,60.72860395797761,60.72860395797761,60.72860395797761,60.72860395797761,60.73603520798497,61.72021112497896,61.72021112497896,62.01610058298684,v,1,0.29290295898681507,None,,,,,1,001,2024-11-18_22h11.11.707,Motor Sequence Learning,2024.2.4,None,2024-11-18 22h11.20.128953 +0530,
50,c,26,2,6,c,1,0.2624879160139244,None,6,2,26,2,,,,,62.02563337498577,,62.01652449998073,62.02563337498577,63.01327537497855,63.01327537497855,63.01327537497855,63.01327537497855,63.020722707995446,64.01162474998273,64.01162474998273,64.28114991699113,c,1,0.2624879160139244,None,,,,,1,001,2024-11-18_22h11.11.707,Motor Sequence Learning,2024.2.4,None,2024-11-18 22h11.20.128953 +0530,
-150,z,27,3,6,z,1,0.48507808399153873,None,6,3,27,3,,,,,64.29116100000101,,64.2817453329917,64.29116100000101,65.27898299999651,65.27898299999651,65.27898299999651,65.27898299999651,65.28600958298193,66.27823291698587,66.27823291698587,66.76910279199365,z,1,0.48507808399153873,None,,,,,1,001,2024-11-18_22h11.11.707,Motor Sequence Learning,2024.2.4,None,2024-11-18 22h11.20.128953 +0530,
-50,x,28,0,7,x,1,0.3003535410098266,None,7,0,28,0,,,,,66.77964633298689,,66.76947741699405,66.77964633298689,67.76313654199475,67.76313654199475,67.76313654199475,67.76313654199475,67.76958354198723,68.7624622079893,68.7624622079893,69.06529379199492,x,1,0.3003535410098266,None,,,,,1,001,2024-11-18_22h11.11.707,Motor Sequence Learning,2024.2.4,None,2024-11-18 22h11.20.128953 +0530,
150,v,29,1,7,v,1,0.24042962500243448,None,7,1,29,1,,,,,69.07642354199197,,69.06593220797367,69.07642354199197,70.06272241697297,70.06272241697297,70.06272241697297,70.06272241697297,70.06971266699838,71.06082966699614,71.06082966699614,71.30389183299849,v,1,0.24042962500243448,None,,,,,1,001,2024-11-18_22h11.11.707,Motor Sequence Learning,2024.2.4,None,2024-11-18 22h11.20.128953 +0530,
50,c,30,2,7,c,1,0.3429259580152575,None,7,2,30,2,,,,,71.31466904198169,,71.30429924998316,71.31466904198169,72.2959412499913,72.2959412499913,72.2959412499913,72.2959412499913,72.31200416697538,73.31325729200034,73.31325729200034,73.66488283299259,c,1,0.3429259580152575,None,,,,,1,001,2024-11-18_22h11.11.707,Motor Sequence Learning,2024.2.4,None,2024-11-18 22h11.20.128953 +0530,
-150,z,31,3,7,z,1,4.290105499996571,None,7,3,31,3,,,,,73.67932520798058,,73.66528758298955,73.67932520798058,74.66195045798668,74.66195045798668,74.66195045798668,74.66195045798668,74.66706908299238,75.66086820798228,75.66086820798228,79.97383445798187,z,1,4.290105499996571,None,,,,,1,001,2024-11-18_22h11.11.707,Motor Sequence Learning,2024.2.4,None,2024-11-18 22h11.20.128953 +0530,
-50,x,32,0,8,x,1,3.829581666010199,None,8,0,32,0,,,,,80.25516245799372,,79.97882891699555,80.25516245799372,80.96928783299518,80.96928783299518,80.96928783299518,80.96928783299518,81.25131699998747,81.9710683329904,81.9710683329904,85.80198362498777,x,1,3.829581666010199,None,,,,,1,001,2024-11-18_22h11.11.707,Motor Sequence Learning,2024.2.4,None,2024-11-18 22h11.20.128953 +0530,
150,v,33,1,8,v,1,0.6840869580046274,None,8,1,33,1,,,,,85.81234495798708,,85.8022678749985,85.81234495798708,86.79717887498555,86.79717887498555,86.79717887498555,86.79717887498555,86.8039034169924,87.79571854198002,87.79571854198002,88.49201458299649,v,1,0.6840869580046274,None,,,,,1,001,2024-11-18_22h11.11.707,Motor Sequence Learning,2024.2.4,None,2024-11-18 22h11.20.128953 +0530,
50,c,34,2,8,c,1,0.4511939999938477,None,8,2,34,2,,,,,88.49976916698506,,88.49235687498003,88.49976916698506,89.48842095799046,89.48842095799046,89.48842095799046,89.48842095799046,89.49594899997464,90.48639474998345,90.48639474998345,90.94951516698347,c,1,0.4511939999938477,None,,,,,1,001,2024-11-18_22h11.11.707,Motor Sequence Learning,2024.2.4,None,2024-11-18 22h11.20.128953 +0530,
-150,z,35,3,8,z,1,0.8857293339970056,None,8,3,35,3,,,,,90.95980829198379,,90.94997191699804,90.95980829198379,91.946266791987,91.946266791987,91.946266791987,91.946266791987,91.95306941698072,92.94569533297908,92.94569533297908,93.8361713749764,z,1,0.8857293339970056,None,,,,,1,001,2024-11-18_22h11.11.707,Motor Sequence Learning,2024.2.4,None,2024-11-18 22h11.20.128953 +0530,
-50,x,36,0,9,x,1,0.5235242919879965,None,9,0,36,0,,,,,93.84655454198946,,93.83655183299561,93.84655454198946,94.83168179198401,94.83168179198401,94.83168179198401,94.83168179198401,94.83819483299158,95.82898804199067,95.82898804199067,96.35438449998037,x,1,0.5235242919879965,None,,,,,1,001,2024-11-18_22h11.11.707,Motor Sequence Learning,2024.2.4,None,2024-11-18 22h11.20.128953 +0530,
150,v,37,1,9,v,1,0.4259072919958271,None,9,1,37,1,,,,,96.36263391698594,,96.35482512498857,96.36263391698594,97.3484119999921,97.3484119999921,97.3484119999921,97.3484119999921,97.35506883298513,98.35299554199446,98.35299554199446,98.7814369169937,v,1,0.4259072919958271,None,,,,,1,001,2024-11-18_22h11.11.707,Motor Sequence Learning,2024.2.4,None,2024-11-18 22h11.20.128953 +0530,
50,c,38,2,9,c,1,0.2788104169885628,None,9,2,38,2,,,,,98.7915365829831,,98.7818151669926,98.7915365829831,99.79509195798892,99.79509195798892,99.79509195798892,99.79509195798892,99.812082791992,100.77734870798304,100.77734870798304,101.06381045799935,c,1,0.2788104169885628,None,,,,,1,001,2024-11-18_22h11.11.707,Motor Sequence Learning,2024.2.4,None,2024-11-18 22h11.20.128953 +0530,
-150,z,39,3,9,z,1,0.978817415976664,None,9,3,39,3,,,,,101.07279487498454,,101.06417254198459,101.07279487498454,102.05698879199917,102.05698879199917,102.05698879199917,102.05698879199917,102.06451099997503,103.06067366700154,103.06067366700154,104.04689812500146,z,1,0.978817415976664,None,,,,,1,001,2024-11-18_22h11.11.707,Motor Sequence Learning,2024.2.4,None,2024-11-18 22h11.20.128953 +0530,
-50,x,40,0,10,x,1,0.8442283750046045,None,10,0,40,0,,,,,104.05627079197438,,104.04720408297726,104.05627079197438,105.04618412497803,105.04618412497803,105.04618412497803,105.04618412497803,105.05320545798168,106.04556808297639,106.04556808297639,106.89699845798896,x,1,0.8442283750046045,None,,,,,1,001,2024-11-18_22h11.11.707,Motor Sequence Learning,2024.2.4,None,2024-11-18 22h11.20.128953 +0530,
150,v,41,1,10,v,1,0.6085661250108387,None,10,1,41,1,,,,,106.90662187497946,,106.89736499998253,106.90662187497946,107.88972583299619,107.88972583299619,107.88972583299619,107.88972583299619,107.89752195798792,108.89385449999827,108.89385449999827,109.5134557079873,v,1,0.6085661250108387,None,,,,,1,001,2024-11-18_22h11.11.707,Motor Sequence Learning,2024.2.4,None,2024-11-18 22h11.20.128953 +0530,
50,c,42,2,10,c,1,0.26694720800151117,None,10,2,42,2,,,,,109.5228171669878,,109.51382924997597,109.5228171669878,110.5120172079769,110.5120172079769,110.5120172079769,110.5120172079769,110.51908425000147,111.5123915829754,111.5123915829754,111.78211074997671,c,1,0.26694720800151117,None,,,,,1,001,2024-11-18_22h11.11.707,Motor Sequence Learning,2024.2.4,None,2024-11-18 22h11.20.128953 +0530,
-150,z,43,3,10,z,1,0.7346268749970477,None,10,3,43,3,,,,,111.79180829197867,,111.78246979200048,111.79180829197867,112.77381229199818,112.77381229199818,112.77381229199818,112.77381229199818,112.79571195799508,113.77890145799029,113.77890145799029,114.52074579198961,z,1,0.7346268749970477,None,,,,,1,001,2024-11-18_22h11.11.707,Motor Sequence Learning,2024.2.4,None,2024-11-18 22h11.20.128953 +0530,
-50,x,44,0,11,x,1,1.409779375011567,None,11,0,44,0,,,,,114.54484508300084,,114.52134666699567,114.54484508300084,115.52028758300003,115.52028758300003,115.52028758300003,115.52028758300003,115.53598812498967,116.51921199998469,116.51921199998469,117.93158962499001,x,1,1.409779375011567,None,,,,,1,001,2024-11-18_22h11.11.707,Motor Sequence Learning,2024.2.4,None,2024-11-18 22h11.20.128953 +0530,
150,v,45,1,11,b,0,1.1308687080163509,None,11,1,45,1,,,,,117.94128979198285,,117.93220408298657,117.94128979198285,118.92934499998228,118.92934499998228,118.92934499998228,118.92934499998228,118.93635970799369,119.92722991699702,119.92722991699702,121.06517037498998,b,0,1.1308687080163509,None,,,,,1,001,2024-11-18_22h11.11.707,Motor Sequence Learning,2024.2.4,None,2024-11-18 22h11.20.128953 +0530,
50,c,46,2,11,c,1,1.3884571669914294,None,11,2,46,2,,,,,121.07513962499797,,121.0656560829957,121.07513962499797,122.06396912498167,122.06396912498167,122.06396912498167,122.06396912498167,122.07092370800092,123.06241554199369,123.06241554199369,124.46434858298744,c,1,1.3884571669914294,None,,,,,1,001,2024-11-18_22h11.11.707,Motor Sequence Learning,2024.2.4,None,2024-11-18 22h11.20.128953 +0530,
-150,z,47,3,11,z,1,1.5409045420237817,None,11,3,47,3,,,,,124.47551404198748,,124.46499379197485,124.47551404198748,125.47950879199198,125.47950879199198,125.47950879199198,125.47950879199198,125.47950879199198,126.46147533299518,126.46147533299518,128.01502420799807,z,1,1.5409045420237817,None,,,,,1,001,2024-11-18_22h11.11.707,Motor Sequence Learning,2024.2.4,None,2024-11-18 22h11.20.128953 +0530,
-50,x,48,0,12,x,1,3.021919416001765,None,12,0,48,0,,,,,128.0263696249749,,128.0156898329733,128.0263696249749,129.0128368329897,129.0128368329897,129.0128368329897,129.0128368329897,129.0198062499985,130.01210875000106,130.01210875000106,133.03699483297532,x,1,3.021919416001765,None,,,,,1,001,2024-11-18_22h11.11.707,Motor Sequence Learning,2024.2.4,None,2024-11-18 22h11.20.128953 +0530,
150,v,49,1,12,v,1,4.156101708998904,None,12,1,49,1,,,,,133.04755162500078,,133.03746699998737,133.04755162500078,134.03153691699845,134.03153691699845,134.03153691699845,134.03153691699845,134.03827633298351,135.03655708298902,135.03655708298902,139.19469416697393,v,1,4.156101708998904,None,,,,,1,001,2024-11-18_22h11.11.707,Motor Sequence Learning,2024.2.4,None,2024-11-18 22h11.20.128953 +0530,
50,c,50,2,12,c,1,0.7439237910148222,None,12,2,50,2,,,,,139.20445504199597,,139.19499166699825,139.20445504199597,140.18938699999126,140.18938699999126,140.18938699999126,140.18938699999126,140.19685774997924,141.18725591700058,141.18725591700058,141.93891679198714,c,1,0.7439237910148222,None,,,,,1,001,2024-11-18_22h11.11.707,Motor Sequence Learning,2024.2.4,None,2024-11-18 22h11.20.128953 +0530,
-150,z,51,3,12,z,1,0.7911886670044623,None,12,3,51,3,,,,,141.94972654199228,,141.9395251669921,141.94972654199228,142.94513274999917,142.94513274999917,142.94513274999917,142.94513274999917,142.96165541699156,143.9327724169998,143.9327724169998,144.730112499994,z,1,0.7911886670044623,None,,,,,1,001,2024-11-18_22h11.11.707,Motor Sequence Learning,2024.2.4,None,2024-11-18 22h11.20.128953 +0530,
-50,x,52,0,13,x,1,0.28725616598967463,None,13,0,52,0,,,,,144.74144608297502,,144.73079470798257,144.74144608297502,145.72857724997448,145.72857724997448,145.72857724997448,145.72857724997448,145.73559958298574,146.7286237499793,146.7286237499793,147.02045625000028,x,1,0.28725616598967463,None,,,,,1,001,2024-11-18_22h11.11.707,Motor Sequence Learning,2024.2.4,None,2024-11-18 22h11.20.128953 +0530,
150,v,53,1,13,v,1,0.2982093329774216,None,13,1,53,1,,,,,147.03127633300028,,147.02086074999534,147.03127633300028,148.02071320798132,148.02071320798132,148.02071320798132,148.02071320798132,148.02796349997516,149.01964449998923,149.01964449998923,149.3312999579939,v,1,0.2982093329774216,None,,,,,1,001,2024-11-18_22h11.11.707,Motor Sequence Learning,2024.2.4,None,2024-11-18 22h11.20.128953 +0530,
50,c,54,2,13,c,1,0.4272505000117235,None,13,2,54,2,,,,,149.3415462919802,,149.33169104199624,149.3415462919802,150.34502779197646,150.34502779197646,150.34502779197646,150.34502779197646,150.3617592919909,151.32699545798823,151.32699545798823,151.76212470798055,c,1,0.4272505000117235,None,,,,,1,001,2024-11-18_22h11.11.707,Motor Sequence Learning,2024.2.4,None,2024-11-18 22h11.20.128953 +0530,
-150,z,55,3,13,z,1,0.5757930830004625,None,13,3,55,3,,,,,151.77261004198226,,151.76254237498506,151.77261004198226,152.7568204579875,152.7568204579875,152.7568204579875,152.7568204579875,152.76413570798468,153.75275874999352,153.75275874999352,154.3308943749871,z,1,0.5757930830004625,None,,,,,1,001,2024-11-18_22h11.11.707,Motor Sequence Learning,2024.2.4,None,2024-11-18 22h11.20.128953 +0530,
-50,x,56,0,14,x,1,1.1440490410022903,None,14,0,56,0,,,,,154.3419293749903,,154.33147274999646,154.3419293749903,155.33100112498505,155.33100112498505,155.33100112498505,155.33100112498505,155.3455340829969,156.32807316698018,156.32807316698018,157.479637041979,x,1,1.1440490410022903,None,,,,,1,001,2024-11-18_22h11.11.707,Motor Sequence Learning,2024.2.4,None,2024-11-18 22h11.20.128953 +0530,
150,v,57,1,14,v,1,1.1499371670070104,None,14,1,57,1,,,,,157.48973104197648,,157.48003558299388,157.48973104197648,158.47231995797483,158.47231995797483,158.47231995797483,158.47231995797483,158.49489683299907,159.47834274999332,159.47834274999332,160.63114625000162,v,1,1.1499371670070104,None,,,,,1,001,2024-11-18_22h11.11.707,Motor Sequence Learning,2024.2.4,None,2024-11-18 22h11.20.128953 +0530,
50,c,58,2,14,c,1,1.2893245829909574,None,14,2,58,2,,,,,160.6429645419994,,160.6317885829776,160.6429645419994,161.62928999998257,161.62928999998257,161.62928999998257,161.62928999998257,161.6362471669854,162.63677716697566,162.63677716697566,163.93052024999633,c,1,1.2893245829909574,None,,,,,1,001,2024-11-18_22h11.11.707,Motor Sequence Learning,2024.2.4,None,2024-11-18 22h11.20.128953 +0530,
-150,z,59,3,14,z,1,0.7649367080011871,None,14,3,59,3,,,,,163.94094129197765,,163.93118975000107,163.94094129197765,164.93717083299998,164.93717083299998,164.93717083299998,164.93717083299998,164.93717083299998,165.92675166699337,165.92675166699337,166.69693320797523,z,1,0.7649367080011871,None,,,,,1,001,2024-11-18_22h11.11.707,Motor Sequence Learning,2024.2.4,None,2024-11-18 22h11.20.128953 +0530,
-50,x,60,0,15,x,1,0.6412744999979623,None,15,0,60,0,,,,,166.706616749987,,166.69737708297907,166.706616749987,167.68813249998493,167.68813249998493,167.68813249998493,167.68813249998493,167.70449137498508,168.69523524999386,168.69523524999386,169.34645658297813,x,1,0.6412744999979623,None,,,,,1,001,2024-11-18_22h11.11.707,Motor Sequence Learning,2024.2.4,None,2024-11-18 22h11.20.128953 +0530,
150,v,61,1,15,v,1,1.5278640420001466,None,15,1,61,1,,,,,169.35561637498904,,169.34683124997537,169.35561637498904,170.33983883299516,170.33983883299516,170.33983883299516,170.33983883299516,170.34725137497298,171.34468295797706,171.34468295797706,172.8805062919855,v,1,1.5278640420001466,None,,,,,1,001,2024-11-18_22h11.11.707,Motor Sequence Learning,2024.2.4,None,2024-11-18 22h11.20.128953 +0530,
50,c,62,2,15,c,1,1.163900832994841,None,15,2,62,2,,,,,172.89025162498,,172.88108312498662,172.89025162498,173.89472266699886,173.89472266699886,173.89472266699886,173.89472266699886,173.91153529199073,174.87867824998102,174.87867824998102,176.04683262499748,c,1,1.163900832994841,None,,,,,1,001,2024-11-18_22h11.11.707,Motor Sequence Learning,2024.2.4,None,2024-11-18 22h11.20.128953 +0530,
-150,z,63,3,15,z,1,0.7448637089983094,None,15,3,63,3,,,,,176.06160320798517,,176.04748512498918,176.06160320798517,177.03976449999027,177.03976449999027,177.03976449999027,177.03976449999027,177.06184620797285,178.044994166994,178.044994166994,178.7967666249897,z,1,0.7448637089983094,None,,,,,1,001,2024-11-18_22h11.11.707,Motor Sequence Learning,2024.2.4,None,2024-11-18 22h11.20.128953 +0530,
-50,x,64,0,16,x,1,0.634764415997779,None,16,0,64,0,,,,,178.8068959999946,,178.79735591699136,178.8068959999946,179.79714095799136,179.79714095799136,179.79714095799136,179.79714095799136,179.8120271669759,180.79398579199915,180.79398579199915,181.4365710829734,x,1,0.634764415997779,None,,,,,1,001,2024-11-18_22h11.11.707,Motor Sequence Learning,2024.2.4,None,2024-11-18 22h11.20.128953 +0530,
