delay,freq,condition,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,textbox.text,button.numClicks,button.timesOn,button.timesOff,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,Fixation.started,Fixation.stopped,Polygon.started,key_resp.started,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,beep.started,sound_1.started,sound_1.stopped,beep.stopped,response.started,display_text.started,textbox.started,button.started,response.stopped,trials.textbox.text,trials.button.numClicks,trials.button.timesOn,trials.button.timesOff,participant,session,date,expName,psychopyVersion,frameRate,expStart,
0.7,400,exp,24,4,2,space,1.3295419579953887,None,"
200",1,[2.0295294170064153],[2.029532417000155],2,4,24,5,216.00104454199027,,215.99281570898893,216.00104454199027,217.99326412499067,218.98650012500002,219.98492916699615,221.32122570899082,space,1.3295419579953887,None,221.32237162499223,0.7049539580038982,1.0048788330022944,222.33119454199914,222.33391783399566,222.36279183399165,222.36279183399165,222.36279183399165,224.39263791700068,"
200",1,[2.0295294170064153],[2.029532417000155],1,001,2024-11-14_21h55.51.674,intentional_bonding,2024.2.4,118.51407009814152,2024-11-14 21h56.07.399409 +0530,
0.7,1000,unexp,25,5,2,space,0.6328797079913784,None,"
300",1,[2.6678067080065375],[2.667809999999008],2,5,25,2,224.40103383400128,,224.39277312500053,224.40103383400128,226.39188970898977,227.40302320900082,228.3853587499907,229.02088145900052,space,0.6328797079913784,None,229.0214509590005,0.7058092500083148,1.0059125000116182,230.0317903339892,230.03419033400132,230.05775370899937,230.05775370899937,230.05775370899937,232.72594520899293,"
300",1,[2.6678067080065375],[2.667809999999008],1,001,2024-11-14_21h55.51.674,intentional_bonding,2024.2.4,118.51407009814152,2024-11-14 21h56.07.399409 +0530,
0.7,400,exp,26,6,2,space,3.49845541700779,None,"
200",1,[2.870240541000385],[2.8702435410086764],2,6,26,8,232.73431095900014,,232.72608583400142,232.73431095900014,234.7270264589897,235.7212239169894,236.71903795898834,240.22163508398808,space,3.49845541700779,None,240.22274479200132,0.7043002910068026,1.0045075000089128,241.2308463340014,241.2330985419976,241.2553187500016,241.2553187500016,241.2553187500016,244.12588166700152,"
200",1,[2.870240541000385],[2.8702435410086764],1,001,2024-11-14_21h55.51.674,intentional_bonding,2024.2.4,118.51407009814152,2024-11-14 21h56.07.399409 +0530,
0.4,400,exp,27,7,2,space,1.1997991249954794,None,"
100",1,[3.5541609590000007],[3.5541638339927886],2,7,27,7,244.1342650000006,,244.12601008400088,244.1342650000006,246.1261560839921,247.13565466699947,248.1180317499966,249.31929270899855,space,1.1997991249954794,None,249.3197813339939,0.40661166700010654,0.7073622080060886,250.03097116699792,250.03390612499788,250.05431912498898,250.05431912498898,250.05431912498898,253.60881779198826,"
100",1,[3.5541609590000007],[3.5541638339927886],1,001,2024-11-14_21h55.51.674,intentional_bonding,2024.2.4,118.51407009814152,2024-11-14 21h56.07.399409 +0530,
0.1,400,exp,28,8,2,space,0.29234045899647754,None,"
40",1,[3.1225034579983912],[3.1225063750025583],2,8,28,6,253.61754870899313,,253.60893945899443,253.61754870899313,255.6093845419964,256.6188169590023,257.6028559169936,257.9042527089914,space,0.29234045899647754,None,257.90540466699167,0.10434950000490062,0.40648416700423695,258.3135319589928,258.3159237499931,258.3366077919927,258.3366077919927,258.3366077919927,261.4594369169936,"
40",1,[3.1225034579983912],[3.1225063750025583],1,001,2024-11-14_21h55.51.674,intentional_bonding,2024.2.4,118.51407009814152,2024-11-14 21h56.07.399409 +0530,
0.1,1000,unexp,29,9,2,space,0.44327187500311993,None,"
30",1,[2.494994749999023],[2.4949987920117564],2,9,29,3,261.46743729199807,,261.45956099999603,261.46743729199807,263.4593462089979,264.4550039589958,265.4510399999999,265.9019381669932,space,0.44327187500311993,None,265.9023689589958,0.09997149999253452,0.39989633299410343,266.30671708399314,266.30882566700166,266.3304870839929,266.3304870839929,266.3304870839929,268.8257929169922,"
30",1,[2.494994749999023],[2.4949987920117564],1,001,2024-11-14_21h55.51.674,intentional_bonding,2024.2.4,118.51407009814152,2024-11-14 21h56.07.399409 +0530,
0.4,1000,unexp,30,0,3,space,0.28353887499542907,None,"
10",1,[3.052215959003661],[3.0522195840021595],3,0,30,4,268.83397700000205,,268.8259208340023,268.83397700000205,270.8240145000018,271.8348960000003,272.8176726249949,273.1034743749915,space,0.28353887499542907,None,273.1046123339911,0.40562087499711197,0.7059185419930145,273.81409408399486,273.81611591699766,273.83938749998924,273.83938749998924,273.83938749998924,276.89196141700086,"
10",1,[3.052215959003661],[3.0522195840021595],1,001,2024-11-14_21h55.51.674,intentional_bonding,2024.2.4,118.51407009814152,2024-11-14 21h56.07.399409 +0530,
0.7,400,exp,31,1,3,space,0.0005070000042906031,None,"
500",1,[3.18675245900522],[3.1867552920011804],3,1,31,8,276.9008062089997,,276.89209012499487,276.9008062089997,278.89254095900105,279.8862834999891,280.88477437499387,280.8869472499937,space,0.0005070000042906031,None,280.88754812499974,0.7058048330072779,1.005768207993242,281.89791733399034,281.9006844999967,281.92153508399497,281.92153508399497,281.92153508399497,285.1086407919938,"
500",1,[3.18675245900522],[3.1867552920011804],1,001,2024-11-14_21h55.51.674,intentional_bonding,2024.2.4,118.51407009814152,2024-11-14 21h56.07.399409 +0530,
0.4,400,exp,32,2,3,space,0.8687322500045411,None,"
400",1,[2.3155384169949684],[2.315541707997909],3,2,32,7,285.11704250000184,,285.1087719999923,285.11704250000184,287.11074066699075,288.10409974999493,289.11010837499634,289.9870099999971,space,0.8687322500045411,None,289.987533624997,0.4060261249978794,0.7151770830096211,290.70312074999674,290.7054462919914,290.7259219999978,290.7259219999978,290.7259219999978,293.0417927919916,"
400",1,[2.3155384169949684],[2.315541707997909],1,001,2024-11-14_21h55.51.674,intentional_bonding,2024.2.4,118.51407009814152,2024-11-14 21h56.07.399409 +0530,
0.1,1000,unexp,33,3,3,space,6.449166917009279,None,"
60",1,[5.006309083997621],[5.006312084005913],3,3,33,3,293.0504696669959,,293.0419172089896,293.0504696669959,295.0419727089902,296.03615029199864,297.0340924589982,303.4873205420008,space,6.449166917009279,None,303.48869670899876,0.1045677919901209,0.4060810419905465,303.89690595900174,303.89882720899186,303.9188978339953,303.9188978339953,303.9188978339953,308.92549862500164,"
60",1,[5.006309083997621],[5.006312084005913],1,001,2024-11-14_21h55.51.674,intentional_bonding,2024.2.4,118.51407009814152,2024-11-14 21h56.07.399409 +0530,
0.7,1000,unexp,34,4,3,space,7.2326015410071705,None,"
500",1,[1.571541958997841],[1.571545166996657],3,4,34,2,308.93383537499176,,308.9256276669912,308.93383537499176,310.9251655419939,311.93524645899015,312.91892724999343,320.15452762499626,space,7.2326015410071705,None,320.155932166992,0.7039925410063006,1.004130208006245,321.1635338339984,321.1657360419922,321.1869049169909,321.1869049169909,321.1869049169909,322.7587458749913,"
500",1,[1.571541958997841],[1.571545166996657],1,001,2024-11-14_21h55.51.674,intentional_bonding,2024.2.4,118.51407009814152,2024-11-14 21h56.07.399409 +0530,
0.1,400,exp,35,5,3,space,0.08368450000125449,None,"
90",1,[3.0372547909937566],[3.0372579579998273],3,5,35,9,322.76725241699023,,322.7588812920003,322.76725241699023,324.7578075420024,325.76842337498965,326.7504434589937,326.83802704200207,space,0.08368450000125449,None,326.8385425419983,0.10390924999956042,0.404081333996146,327.24705974999233,327.24938887498865,327.2702075839916,327.2702075839916,327.2702075839916,330.3077984589909,"
90",1,[3.0372547909937566],[3.0372579579998273],1,001,2024-11-14_21h55.51.674,intentional_bonding,2024.2.4,118.51407009814152,2024-11-14 21h56.07.399409 +0530,
0.4,1000,unexp,36,6,3,space,0.47716166600002907,None,"
900",1,[6.093153457986773],[6.093157666997286],3,6,36,1,330.31676187500125,,330.3079214169993,330.31676187500125,332.30918174999533,333.31873862499197,334.3006089589908,334.78438779199496,space,0.47716166600002907,None,334.7848728749959,0.3999159579980187,0.7004516250017332,335.48956662499404,335.4919355419988,335.5150320419925,335.5150320419925,335.5150320419925,341.60850483398826,"
900",1,[6.093153457986773],[6.093157666997286],1,001,2024-11-14_21h55.51.674,intentional_bonding,2024.2.4,118.51407009814152,2024-11-14 21h56.07.399409 +0530,
0.1,1000,unexp,37,7,3,space,5.891651750003803,None,"
 10",1,[3.822249083998031],[3.822252291996847],3,7,37,0,341.61670154199237,,341.6086318339949,341.61670154199237,343.6087481249997,344.6041579169978,345.60133695899276,351.50436195899965,space,5.891651750003803,None,351.5057956249948,0.1030553340096958,0.40534420900803525,351.91230208399065,351.91462691700144,351.9357331249921,351.9357331249921,351.9357331249921,355.75830866699107,"
 10",1,[3.822249083998031],[3.822252291996847],1,001,2024-11-14_21h55.51.674,intentional_bonding,2024.2.4,118.51407009814152,2024-11-14 21h56.07.399409 +0530,
0.1,400,exp,38,8,3,space,0.45291745899885427,None,"
70",1,[4.459272166990559],[4.459275249988423],3,8,38,6,355.766717874998,,355.75843149999855,355.766717874998,357.7590485839901,358.7513761250011,359.7503945839999,360.2172130419931,space,0.45291745899885427,None,360.2175826669991,0.10117520899802912,0.4081389589991886,360.62597899998946,360.6277195839939,360.6484752089891,360.6484752089891,360.6484752089891,365.1081179999892,"
70",1,[4.459272166990559],[4.459275249988423],1,001,2024-11-14_21h55.51.674,intentional_bonding,2024.2.4,118.51407009814152,2024-11-14 21h56.07.399409 +0530,
0.7,400,exp,39,9,3,space,21.513760500005446,None,"
400",1,[2.904334083010326],[2.9043375000037486],3,9,39,5,365.1165869589895,,365.1082434169948,365.1165869589895,367.1081640420016,368.1182914999954,369.1014879169961,390.620385666989,space,21.513760500005446,None,390.62122141699365,0.7037332500040065,1.004794167005457,391.62897174998943,391.6310317919997,391.65292562499235,391.65292562499235,391.65292562499235,394.55757299999823,"
400",1,[2.904334083010326],[2.9043375000037486],1,001,2024-11-14_21h55.51.674,intentional_bonding,2024.2.4,118.51407009814152,2024-11-14 21h56.07.399409 +0530,
0.7,400,exp,40,0,4,space,0.5238536249962635,None,"
200",1,[2.395397625004989],[2.3954005840059835],4,0,40,8,394.56649645899597,,394.55770174998906,394.56649645899597,396.55767058399215,397.55356012500124,398.5502494999964,399.07765012499294,space,0.5238536249962635,None,399.07845379199716,0.7060539160011103,1.0070413329958683,400.08902895900246,400.09154316700005,400.1122943340015,400.1122943340015,400.1122943340015,402.50798199999554,"
200",1,[2.395397625004989],[2.3954005840059835],1,001,2024-11-14_21h55.51.674,intentional_bonding,2024.2.4,118.51407009814152,2024-11-14 21h56.07.399409 +0530,
0.1,400,exp,41,1,4,space,1.8727592079958413,None,"
10",1,[1.902198708994547],[1.9022024589939974],4,1,41,9,402.51634649999323,,402.50810533399635,402.51634649999323,404.50931579199096,405.50317524999264,406.5016314589884,408.3753013339883,space,1.8727592079958413,None,408.37574695899093,0.09971570799825713,0.40009216699399985,408.77998291699623,408.78226300000097,408.80560154200066,408.80560154200066,408.80560154200066,410.70810120899114,"
10",1,[1.902198708994547],[1.9022024589939974],1,001,2024-11-14_21h55.51.674,intentional_bonding,2024.2.4,118.51407009814152,2024-11-14 21h56.07.399409 +0530,
0.1,1000,unexp,42,2,4,space,0.18374033299915027,None,"
50",1,[2.1714604580047308],[2.1714639170095325],4,2,42,0,410.71633791699423,,410.70822954199684,410.71633791699423,412.708923083992,413.70404916699044,414.70006104199274,414.8864652499906,space,0.18374033299915027,None,414.88751599998795,0.10499675000028219,0.405412541993428,415.29659762499796,415.2989522919961,415.31917962498846,415.31917962498846,415.31917962498846,417.4909517089982,"
50",1,[2.1714604580047308],[2.1714639170095325],1,001,2024-11-14_21h55.51.674,intentional_bonding,2024.2.4,118.51407009814152,2024-11-14 21h56.07.399409 +0530,
0.7,400,exp,43,3,4,space,0.48150562499358784,None,"
800",1,[2.6028971250052564],[2.6029003340081545],4,3,43,5,417.49990545900073,,417.49107487499714,417.49990545900073,419.4902907499927,420.5010899589979,421.4843246669916,421.9704112920008,space,0.48150562499358784,None,421.9714821249945,0.7046808750019409,1.0039393330080202,422.97933408399695,422.98191729199607,423.0039078749978,423.0039078749978,423.0039078749978,425.6071163750021,"
800",1,[2.6028971250052564],[2.6029003340081545],1,001,2024-11-14_21h55.51.674,intentional_bonding,2024.2.4,118.51407009814152,2024-11-14 21h56.07.399409 +0530,
0.4,400,exp,44,4,4,space,0.16647908299637493,None,"
50",1,[3.858148875006009],[3.8581517499987967],4,4,44,7,425.6165530839935,,425.6072379589896,425.6165530839935,427.6071518749959,428.6038185419893,429.6011287919973,429.7699954999989,space,0.16647908299637493,None,429.77131954199285,0.4149548749992391,0.721482749999268,430.4922823340021,430.4944108339987,430.516285042002,430.516285042002,430.516285042002,434.37480220900034,"
50",1,[3.858148875006009],[3.8581517499987967],1,001,2024-11-14_21h55.51.674,intentional_bonding,2024.2.4,118.51407009814152,2024-11-14 21h56.07.399409 +0530,
