thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,Trials.thisRepN,Trials.thisTrialN,Trials.thisN,Trials.thisIndex,thisRow.t,notes,num_distr,trial.started,Fixation.started,Target.started,mouse.started,Fixation.stopped,trial.stopped,Trials.mouse.x,Trials.mouse.y,Trials.mouse.leftButton,Trials.mouse.midButton,Trials.mouse.rightButton,Trials.mouse.time,Trials.mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
10,0,10,[-0.0023148148148148147],[-0.32407407407407407],[1],[0],[0],[2.59722590027377],['Target'],10,0,10,0,22.10573840001598,,10,22.078484000172466,22.10573840001598,22.10573840001598,0.03561230003833771,23.107966999989003,24.67649650014937,[-0.0023148148148148147],[-0.32407407407407407],[1],[0],[0],[2.59722590027377],['Target'],3,003,2024-10-10_21h32.03.772,Visual Search Task,2024.2.1post4,60.04549041847582,2024-10-10 21h32.17.720214 +0530,
11,0,11,[0.3472222222222222],[-0.23842592592592593],[1],[0],[0],[2.1925945999100804],['Target'],11,0,11,0,24.722329600248486,,5,24.70177729986608,24.722329600248486,24.722329600248486,0.024965499993413687,25.72396729979664,26.89523100014776,[0.3472222222222222],[-0.23842592592592593],[1],[0],[0],[2.1925945999100804],['Target'],3,003,2024-10-10_21h32.03.772,Visual Search Task,2024.2.1post4,60.04549041847582,2024-10-10 21h32.17.720214 +0530,
12,0,12,[-0.4398148148148148],[0.4375],[1],[0],[0],[3.2963732997886837],['Target'],12,0,12,0,26.955943999812007,,10,26.92899759998545,26.955943999812007,26.955943999812007,0.03348740004003048,27.957585600204766,30.226117299869657,[-0.4398148148148148],[0.4375],[1],[0],[0],[3.2963732997886837],['Target'],3,003,2024-10-10_21h32.03.772,Visual Search Task,2024.2.1post4,60.04549041847582,2024-10-10 21h32.17.720214 +0530,
13,0,13,[-0.03819444444444445],[0.24537037037037038],[1],[0],[0],[1.743826000019908],['Target'],13,0,13,0,30.289041900075972,,10,30.264916900079697,30.289041900075972,30.289041900075972,0.038451400119811296,31.29040260007605,32.00951430015266,[-0.03819444444444445],[0.24537037037037038],[1],[0],[0],[1.743826000019908],['Target'],3,003,2024-10-10_21h32.03.772,Visual Search Task,2024.2.1post4,60.04549041847582,2024-10-10 21h32.17.720214 +0530,
14,0,14,[-0.23148148148148148],[-0.3414351851851852],[1],[0],[0],[2.476952100172639],['Target'],14,0,14,0,32.05537680024281,,5,32.0313523998484,32.05537680024281,32.05537680024281,0.021514900028705597,33.05722489999607,34.509127099998295,[-0.23148148148148148],[-0.3414351851851852],[1],[0],[0],[2.476952100172639],['Target'],3,003,2024-10-10_21h32.03.772,Visual Search Task,2024.2.1post4,60.04549041847582,2024-10-10 21h32.17.720214 +0530,
15,0,15,[0.49537037037037035],[0.3784722222222222],[1],[0],[0],[2.924999199807644],['Target'],15,0,15,0,34.57168699987233,,10,34.54895590012893,34.57168699987233,34.57168699987233,0.039567400235682726,35.573340700007975,37.47474500024691,[0.49537037037037035],[0.3784722222222222],[1],[0],[0],[2.924999199807644],['Target'],3,003,2024-10-10_21h32.03.772,Visual Search Task,2024.2.1post4,60.04549041847582,2024-10-10 21h32.17.720214 +0530,
16,0,16,[0.22106481481481483],[-0.2662037037037037],[1],[0],[0],[2.2823226996697485],['Target'],16,0,16,0,37.53799539990723,,10,37.508791300002486,37.53799539990723,37.53799539990723,0.03371840016916394,38.53956119995564,39.79190339986235,[0.22106481481481483],[-0.2662037037037037],[1],[0],[0],[2.2823226996697485],['Target'],3,003,2024-10-10_21h32.03.772,Visual Search Task,2024.2.1post4,60.04549041847582,2024-10-10 21h32.17.720214 +0530,
17,0,17,[-0.07291666666666667],[-0.30439814814814814],[1],[0],[0],[2.4492342001758516],['Target'],17,0,17,0,39.85438589984551,,10,39.82402040017769,39.85438589984551,39.85438589984551,0.0317823002114892,40.85517940018326,42.2740484001115,[-0.07291666666666667],[-0.30439814814814814],[1],[0],[0],[2.4492342001758516],['Target'],3,003,2024-10-10_21h32.03.772,Visual Search Task,2024.2.1post4,60.04549041847582,2024-10-10 21h32.17.720214 +0530,
18,0,18,[-0.2349537037037037],[0.15856481481481483],[1],[0],[0],[1.8289967998862267],['Target'],18,0,18,0,42.3365083001554,,10,42.310934300068766,42.3365083001554,42.3365083001554,0.036532200407236814,43.33835249999538,44.140742199961096,[-0.2349537037037037],[0.15856481481481483],[1],[0],[0],[1.8289967998862267],['Target'],3,003,2024-10-10_21h32.03.772,Visual Search Task,2024.2.1post4,60.04549041847582,2024-10-10 21h32.17.720214 +0530,
19,0,19,[-0.32407407407407407],[0.0011574074074074073],[1],[0],[0],[1.6541060996241868],['Target'],19,0,19,0,44.18654800020158,,5,44.16872669989243,44.18654800020158,44.18654800020158,0.02766579994931817,45.18798589985818,45.82370139984414,[-0.32407407407407407],[0.0011574074074074073],[1],[0],[0],[1.6541060996241868],['Target'],3,003,2024-10-10_21h32.03.772,Visual Search Task,2024.2.1post4,60.04549041847582,2024-10-10 21h32.17.720214 +0530,
20,0,20,[0.3576388888888889],[0.3819444444444444],[1],[0],[0],[1.7560027004219592],['Target'],20,0,20,0,45.86936919996515,,5,45.84946769988164,45.86936919996515,45.86936919996515,0.025494199711829424,46.871409399900585,47.60633709980175,[0.3576388888888889],[0.3819444444444444],[1],[0],[0],[1.7560027004219592],['Target'],3,003,2024-10-10_21h32.03.772,Visual Search Task,2024.2.1post4,60.04549041847582,2024-10-10 21h32.17.720214 +0530,
21,0,21,[0.21064814814814814],[0.3368055555555556],[1],[0],[0],[1.3640436003915966],['Target'],21,0,21,0,47.66925919987261,,10,47.641443700063974,47.66925919987261,47.66925919987261,0.03483640030026436,48.67050499981269,49.00628270022571,[0.21064814814814814],[0.3368055555555556],[1],[0],[0],[1.3640436003915966],['Target'],3,003,2024-10-10_21h32.03.772,Visual Search Task,2024.2.1post4,60.04549041847582,2024-10-10 21h32.17.720214 +0530,
22,0,22,[-0.4375],[-0.0775462962962963],[1],[0],[0],[1.8495539003051817],['Target'],22,0,22,0,49.05231350008398,,10,49.0389697002247,49.05231350008398,49.05231350008398,0.032366900239139795,50.0542574999854,50.889303099829704,[-0.4375],[-0.0775462962962963],[1],[0],[0],[1.8495539003051817],['Target'],3,003,2024-10-10_21h32.03.772,Visual Search Task,2024.2.1post4,60.04549041847582,2024-10-10 21h32.17.720214 +0530,
23,0,23,[-0.3923611111111111],[0.44907407407407407],[1],[0],[0],[3.1197591996751726],['Target'],23,0,23,0,50.952186999842525,,10,50.93610789999366,50.952186999842525,50.952186999842525,0.046488200314342976,51.953723799902946,54.056726899929345,[-0.3923611111111111],[0.44907407407407407],[1],[0],[0],[3.1197591996751726],['Target'],3,003,2024-10-10_21h32.03.772,Visual Search Task,2024.2.1post4,60.04549041847582,2024-10-10 21h32.17.720214 +0530,
24,0,24,[-0.13194444444444445],[0.12037037037037036],[1],[0],[0],[1.690093600191176],['Target'],24,0,24,0,54.101815700065345,,5,54.081821700092405,54.101815700065345,54.101815700065345,0.024783700238913298,55.10343339992687,55.772748600225896,[-0.13194444444444445],[0.12037037037037036],[1],[0],[0],[1.690093600191176],['Target'],3,003,2024-10-10_21h32.03.772,Visual Search Task,2024.2.1post4,60.04549041847582,2024-10-10 21h32.17.720214 +0530,
25,0,25,[0.22569444444444445],[-0.43287037037037035],[1],[0],[0],[2.3772806003689766],['Target'],25,0,25,0,55.81830980023369,,5,55.7944223000668,55.81830980023369,55.81830980023369,0.021394699811935425,56.82002389989793,58.17251930013299,[0.22569444444444445],[-0.43287037037037035],[1],[0],[0],[2.3772806003689766],['Target'],3,003,2024-10-10_21h32.03.772,Visual Search Task,2024.2.1post4,60.04549041847582,2024-10-10 21h32.17.720214 +0530,
26,0,26,[0.20023148148148148],[-0.009259259259259259],[1],[0],[0],[1.6214123000390828],['Target'],26,0,26,0,58.23471560003236,,10,58.215534599963576,58.23471560003236,58.23471560003236,0.0427478002384305,59.236089900135994,59.83795090019703,[0.20023148148148148],[-0.009259259259259259],[1],[0],[0],[1.6214123000390828],['Target'],3,003,2024-10-10_21h32.03.772,Visual Search Task,2024.2.1post4,60.04549041847582,2024-10-10 21h32.17.720214 +0530,
27,0,27,[0.29282407407407407],[0.046296296296296294],[1],[0],[0],[1.5794926998205483],['Target'],27,0,27,0,59.88453759998083,,5,59.859484899789095,59.88453759998083,59.88453759998083,0.021171399857848883,60.886023900005966,61.43982939980924,[0.29282407407407407],[0.046296296296296294],[1],[0],[0],[1.5794926998205483],['Target'],3,003,2024-10-10_21h32.03.772,Visual Search Task,2024.2.1post4,60.04549041847582,2024-10-10 21h32.17.720214 +0530,
28,0,28,[0.09143518518518519],[0.19907407407407407],[1],[0],[0],[1.7690698998048902],['Target'],28,0,28,0,61.48458690010011,,5,61.46803050022572,61.48458690010011,61.48458690010011,0.027951700147241354,62.48632510006428,63.23794690007344,[0.09143518518518519],[0.19907407407407407],[1],[0],[0],[1.7690698998048902],['Target'],3,003,2024-10-10_21h32.03.772,Visual Search Task,2024.2.1post4,60.04549041847582,2024-10-10 21h32.17.720214 +0530,
29,0,29,[0.1388888888888889],[0.3680555555555556],[1],[0],[0],[1.3879186999984086],['Target'],29,0,29,0,63.28465940011665,,5,63.2665555998683,63.28465940011665,63.28465940011665,0.02836850006133318,64.28601970011368,64.65530139999464,[0.1388888888888889],[0.3680555555555556],[1],[0],[0],[1.3879186999984086],['Target'],3,003,2024-10-10_21h32.03.772,Visual Search Task,2024.2.1post4,60.04549041847582,2024-10-10 21h32.17.720214 +0530,
30,0,30,[0.06944444444444445],[-0.15162037037037038],[1],[0],[0],[1.8794395001605153],['Target'],30,0,30,0,64.71786310011521,,10,64.69139569997787,64.71786310011521,64.71786310011521,0.035776599775999784,65.71950800018385,66.5716269002296,[0.06944444444444445],[-0.15162037037037038],[1],[0],[0],[1.8794395001605153],['Target'],3,003,2024-10-10_21h32.03.772,Visual Search Task,2024.2.1post4,60.04549041847582,2024-10-10 21h32.17.720214 +0530,
31,0,31,[-0.05439814814814815],[0.4722222222222222],[1],[0],[0],[1.4740484999492764],['Target'],31,0,31,0,66.63442080002278,,10,66.61425579991192,66.63442080002278,66.63442080002278,0.04228290030732751,67.63588789990172,68.08909170003608,[-0.05439814814814815],[0.4722222222222222],[1],[0],[0],[1.4740484999492764],['Target'],3,003,2024-10-10_21h32.03.772,Visual Search Task,2024.2.1post4,60.04549041847582,2024-10-10 21h32.17.720214 +0530,
32,0,32,[0.3287037037037037],[-0.13657407407407407],[1],[0],[0],[2.2210448998957872],['Target'],32,0,32,0,68.13417589990422,,5,68.11612250003964,68.13417589990422,68.13417589990422,0.026751399971544743,69.13577760010958,70.33798449998721,[0.3287037037037037],[-0.13657407407407407],[1],[0],[0],[2.2210448998957872],['Target'],3,003,2024-10-10_21h32.03.772,Visual Search Task,2024.2.1post4,60.04549041847582,2024-10-10 21h32.17.720214 +0530,
33,0,33,[0.13310185185185186],[-0.1724537037037037],[1],[0],[0],[1.4410867998376489],['Target'],33,0,33,0,70.38390540005639,,5,70.36209700023755,70.38390540005639,70.38390540005639,0.023847700096666813,71.38532709982246,71.80404630023986,[0.13310185185185186],[-0.1724537037037037],[1],[0],[0],[1.4410867998376489],['Target'],3,003,2024-10-10_21h32.03.772,Visual Search Task,2024.2.1post4,60.04549041847582,2024-10-10 21h32.17.720214 +0530,
34,0,34,[0.34953703703703703],[0.3761574074074074],[1],[0],[0],[1.417716100346297],['Target'],34,0,34,0,71.8837222000584,,10,71.85244749998674,71.8837222000584,71.8837222000584,0.048071700148284435,72.88515979982913,73.27102820016444,[0.34953703703703703],[0.3761574074074074],[1],[0],[0],[1.417716100346297],['Target'],3,003,2024-10-10_21h32.03.772,Visual Search Task,2024.2.1post4,60.04549041847582,2024-10-10 21h32.17.720214 +0530,
35,0,35,[-0.3715277777777778],[0.006944444444444444],[1],[0],[0],[2.5779055999591947],['Target'],35,0,35,0,73.3334165001288,,10,73.3092688000761,73.3334165001288,73.3334165001288,0.037905399687588215,74.33524450007826,75.88797259982675,[-0.3715277777777778],[0.006944444444444444],[1],[0],[0],[2.5779055999591947],['Target'],3,003,2024-10-10_21h32.03.772,Visual Search Task,2024.2.1post4,60.04549041847582,2024-10-10 21h32.17.720214 +0530,
36,0,36,[-0.2835648148148148],[-0.19791666666666666],[1],[0],[0],[1.8155348002910614],['Target'],36,0,36,0,75.94962560012937,,10,75.92160570016131,75.94962560012937,75.94962560012937,0.03302669990807772,76.95143069978803,77.73791630007327,[-0.2835648148148148],[-0.19791666666666666],[1],[0],[0],[1.8155348002910614],['Target'],3,003,2024-10-10_21h32.03.772,Visual Search Task,2024.2.1post4,60.04549041847582,2024-10-10 21h32.17.720214 +0530,
37,0,37,[0.4722222222222222],[0.42939814814814814],[1],[0],[0],[2.049075100105256],['Target'],37,0,37,0,77.79959930013865,,10,77.76989550003782,77.79959930013865,77.79959930013865,0.031648500356823206,78.80148770008236,79.81981390016153,[0.4722222222222222],[0.42939814814814814],[1],[0],[0],[2.049075100105256],['Target'],3,003,2024-10-10_21h32.03.772,Visual Search Task,2024.2.1post4,60.04549041847582,2024-10-10 21h32.17.720214 +0530,
38,0,38,[0.40046296296296297],[0.2743055555555556],[1],[0],[0],[1.8403253997676075],['Target'],38,0,38,0,79.88261999981478,,10,79.86375829996541,79.88261999981478,79.88261999981478,0.04360800003632903,80.8841471998021,81.70496609993279,[0.40046296296296297],[0.2743055555555556],[1],[0],[0],[1.8403253997676075],['Target'],3,003,2024-10-10_21h32.03.772,Visual Search Task,2024.2.1post4,60.04549041847582,2024-10-10 21h32.17.720214 +0530,
39,0,39,[0.3993055555555556],[0.09143518518518519],[1],[0],[0],[1.3727384000085294],['Target'],39,0,39,0,81.76624169992283,,10,81.74657309986651,81.76624169992283,81.76624169992283,0.04128200002014637,82.76733190007508,83.12008599983528,[0.3993055555555556],[0.09143518518518519],[1],[0],[0],[1.3727384000085294],['Target'],3,003,2024-10-10_21h32.03.772,Visual Search Task,2024.2.1post4,60.04549041847582,2024-10-10 21h32.17.720214 +0530,
40,0,40,[-0.4479166666666667],[0.1423611111111111],[1],[0],[0],[2.7254385999403894],['Target'],40,0,40,0,83.16566770011559,,5,83.1434855000116,83.16566770011559,83.16566770011559,0.02308420045301318,84.16704110009596,85.86973679997027,[-0.4479166666666667],[0.1423611111111111],[1],[0],[0],[2.7254385999403894],['Target'],3,003,2024-10-10_21h32.03.772,Visual Search Task,2024.2.1post4,60.04549041847582,2024-10-10 21h32.17.720214 +0530,
41,0,41,[-0.24537037037037038],[-0.1574074074074074],[1],[0],[0],[1.9279482001438737],['Target'],41,0,41,0,85.93197630019858,,10,85.90679109981284,85.93197630019858,85.93197630019858,0.03678689990192652,86.93328220024705,87.83547980012372,[-0.24537037037037038],[-0.1574074074074074],[1],[0],[0],[1.9279482001438737],['Target'],3,003,2024-10-10_21h32.03.772,Visual Search Task,2024.2.1post4,60.04549041847582,2024-10-10 21h32.17.720214 +0530,
42,0,42,[-0.3101851851851852],[0.1886574074074074],[1],[0],[0],[1.4489605999551713],['Target'],42,0,42,0,87.89834650000557,,10,87.86906730011106,87.89834650000557,87.89834650000557,0.03326330007985234,88.89990290021524,89.31881880015135,[-0.3101851851851852],[0.1886574074074074],[1],[0],[0],[1.4489605999551713],['Target'],3,003,2024-10-10_21h32.03.772,Visual Search Task,2024.2.1post4,60.04549041847582,2024-10-10 21h32.17.720214 +0530,
43,0,43,[-0.2048611111111111],[-0.33564814814814814],[1],[0],[0],[1.4726833999156952],['Target'],43,0,43,0,89.38172930013388,,10,89.36232900014147,89.38172930013388,89.38172930013388,0.04318180028349161,90.38297609984875,90.83581200009212,[-0.2048611111111111],[-0.33564814814814814],[1],[0],[0],[1.4726833999156952],['Target'],3,003,2024-10-10_21h32.03.772,Visual Search Task,2024.2.1post4,60.04549041847582,2024-10-10 21h32.17.720214 +0530,
44,0,44,[-0.375],[-0.1724537037037037],[1],[0],[0],[1.4002030999399722],['Target'],44,0,44,0,90.88101739995182,,10,90.86682889983058,90.88101739995182,90.88101739995182,0.030693599954247475,91.88194369990379,92.26778650004417,[-0.375],[-0.1724537037037037],[1],[0],[0],[1.4002030999399722],['Target'],3,003,2024-10-10_21h32.03.772,Visual Search Task,2024.2.1post4,60.04549041847582,2024-10-10 21h32.17.720214 +0530,
45,0,45,[-0.2361111111111111],[0.34837962962962965],[1],[0],[0],[2.599814400076866],['Target'],45,0,45,0,92.33018019981682,,10,92.30054839979857,92.33018019981682,92.33018019981682,0.032429799903184175,93.33202290022746,94.90116810007021,[-0.2361111111111111],[0.34837962962962965],[1],[0],[0],[2.599814400076866],['Target'],3,003,2024-10-10_21h32.03.772,Visual Search Task,2024.2.1post4,60.04549041847582,2024-10-10 21h32.17.720214 +0530,
46,0,46,[0.08796296296296297],[-0.4027777777777778],[1],[0],[0],[2.5925103002227843],['Target'],46,0,46,0,94.9467641999945,,5,94.92363790003583,94.9467641999945,94.9467641999945,0.0219224002212286,95.94839059980586,97.51704070018604,[0.08796296296296297],[-0.4027777777777778],[1],[0],[0],[2.5925103002227843],['Target'],3,003,2024-10-10_21h32.03.772,Visual Search Task,2024.2.1post4,60.04549041847582,2024-10-10 21h32.17.720214 +0530,
47,0,47,[0.03587962962962963],[0.4791666666666667],[1],[0],[0],[1.642236900050193],['Target'],47,0,47,0,97.56295489985496,,5,97.54179110005498,97.56295489985496,97.56295489985496,0.024490800220519304,98.5645485999994,99.18487690016627,[0.03587962962962963],[0.4791666666666667],[1],[0],[0],[1.642236900050193],['Target'],3,003,2024-10-10_21h32.03.772,Visual Search Task,2024.2.1post4,60.04549041847582,2024-10-10 21h32.17.720214 +0530,
48,0,48,[0.019675925925925927],[0.2673611111111111],[1],[0],[0],[1.225261399988085],['Target'],48,0,48,0,99.22936860006303,,5,99.20771409990266,99.22936860006303,99.22936860006303,0.022578999865800142,100.23084540013224,100.43385979998857,[0.019675925925925927],[0.2673611111111111],[1],[0],[0],[1.225261399988085],['Target'],3,003,2024-10-10_21h32.03.772,Visual Search Task,2024.2.1post4,60.04549041847582,2024-10-10 21h32.17.720214 +0530,
49,0,49,[-0.2986111111111111],[-0.1261574074074074],[1],[0],[0],[1.6418940001167357],['Target'],49,0,49,0,100.47933429991826,,5,100.45699150022119,100.47933429991826,100.47933429991826,0.022867599967867136,101.48113379999995,102.09975640010089,[-0.2986111111111111],[-0.1261574074074074],[1],[0],[0],[1.6418940001167357],['Target'],3,003,2024-10-10_21h32.03.772,Visual Search Task,2024.2.1post4,60.04549041847582,2024-10-10 21h32.17.720214 +0530,
50,0,50,[0.2662037037037037],[0.4236111111111111],[1],[0],[0],[2.8968154997564852],['Target'],50,0,50,0,102.16276489989832,,10,102.13584200013429,102.16276489989832,102.16276489989832,0.03582459967583418,103.16411479981616,105.03342959983274,[0.2662037037037037],[0.4236111111111111],[1],[0],[0],[2.8968154997564852],['Target'],3,003,2024-10-10_21h32.03.772,Visual Search Task,2024.2.1post4,60.04549041847582,2024-10-10 21h32.17.720214 +0530,
51,0,51,[-0.13541666666666666],[0.20023148148148148],[1],[0],[0],[1.5605350998230278],['Target'],51,0,51,0,105.07932659983635,,5,105.05501000024378,105.07932659983635,105.07932659983635,0.021267800126224756,106.0810715998523,106.61644400004297,[-0.13541666666666666],[0.20023148148148148],[1],[0],[0],[1.5605350998230278],['Target'],3,003,2024-10-10_21h32.03.772,Visual Search Task,2024.2.1post4,60.04549041847582,2024-10-10 21h32.17.720214 +0530,
52,0,52,[0.08449074074074074],[-0.31828703703703703],[1],[0],[0],[1.8383803004398942],['Target'],52,0,52,0,106.66245019994676,,5,106.64425410004333,106.66245019994676,106.66245019994676,0.02744270022958517,107.66343809990212,108.48349549993873,[0.08449074074074074],[-0.31828703703703703],[1],[0],[0],[1.8383803004398942],['Target'],3,003,2024-10-10_21h32.03.772,Visual Search Task,2024.2.1post4,60.04549041847582,2024-10-10 21h32.17.720214 +0530,
53,0,53,[0.3263888888888889],[-0.48726851851851855],[1],[0],[0],[4.108504199888557],['Target'],53,0,53,0,108.54480740008876,,10,108.52287930017337,108.54480740008876,108.54480740008876,0.03910259995609522,109.54645009990782,112.63215370010585,[0.3263888888888889],[-0.48726851851851855],[1],[0],[0],[4.108504199888557],['Target'],3,003,2024-10-10_21h32.03.772,Visual Search Task,2024.2.1post4,60.04549041847582,2024-10-10 21h32.17.720214 +0530,
54,0,54,[-0.2743055555555556],[-0.09143518518518519],[1],[0],[0],[1.6791840996593237],['Target'],54,0,54,0,112.69470919994637,,10,112.66888590017334,112.69470919994637,112.69470919994637,0.0363926999270916,113.6964810998179,114.34884369978681,[-0.2743055555555556],[-0.09143518518518519],[1],[0],[0],[1.6791840996593237],['Target'],3,003,2024-10-10_21h32.03.772,Visual Search Task,2024.2.1post4,60.04549041847582,2024-10-10 21h32.17.720214 +0530,
55,0,55,[-0.4618055555555556],[-0.12037037037037036],[1],[0],[0],[2.3459797999821603],['Target'],55,0,55,0,114.39488299982622,,5,114.36842289986089,114.39488299982622,114.39488299982622,0.0192650998942554,115.39670359995216,116.71518470020965,[-0.4618055555555556],[-0.12037037037037036],[1],[0],[0],[2.3459797999821603],['Target'],3,003,2024-10-10_21h32.03.772,Visual Search Task,2024.2.1post4,60.04549041847582,2024-10-10 21h32.17.720214 +0530,
56,0,56,[-0.45601851851851855],[0.005787037037037037],[1],[0],[0],[1.1791265001520514],['Target'],56,0,56,0,116.77799810003489,,10,116.75139999995008,116.77799810003489,116.77799810003489,0.03600300010293722,117.7793883997947,117.93132629990578,[-0.45601851851851855],[0.005787037037037037],[1],[0],[0],[1.1791265001520514],['Target'],3,003,2024-10-10_21h32.03.772,Visual Search Task,2024.2.1post4,60.04549041847582,2024-10-10 21h32.17.720214 +0530,
57,0,57,[-0.3402777777777778],[0.05787037037037037],[1],[0],[0],[1.0620367000810802],['Target'],57,0,57,0,117.9780216999352,,5,117.95418229978532,117.9780216999352,117.9780216999352,0.02250610012561083,118.97929800022393,119.01702040014789,[-0.3402777777777778],[0.05787037037037037],[1],[0],[0],[1.0620367000810802],['Target'],3,003,2024-10-10_21h32.03.772,Visual Search Task,2024.2.1post4,60.04549041847582,2024-10-10 21h32.17.720214 +0530,
