thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,Trials.thisRepN,Trials.thisTrialN,Trials.thisN,Trials.thisIndex,thisRow.t,notes,num_distr,trial.started,Fixation.started,Target.started,mouse.started,Fixation.stopped,trial.stopped,Trials.mouse.x,Trials.mouse.y,Trials.mouse.leftButton,Trials.mouse.midButton,Trials.mouse.rightButton,Trials.mouse.time,Trials.mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
10,0,10,[-0.46064814814814814],[-0.38773148148148145],[1],[0],[0],[1.7927747999783605],['Target'],10,0,10,0,17.345805200049654,,10,17.32245060009882,17.345805200049654,17.345805200049654,0.038888800190761685,18.347413800191134,19.116037900093943,[-0.46064814814814814],[-0.38773148148148145],[1],[0],[0],[1.7927747999783605],['Target'],981936,001,2024-10-04_12h03.15.693,Visual Search Task,2024.2.1post4,60.05014181679504,2024-10-04 12h03.26.712753 +0530,
11,0,11,[0.4085648148148148],[0.4791666666666667],[1],[0],[0],[3.7739132000133395],['Target'],11,0,11,0,19.17899280018173,,10,19.158425100147724,19.17899280018173,19.17899280018173,0.04203130002133548,20.18064370006323,22.933235300006345,[0.4085648148148148],[0.4791666666666667],[1],[0],[0],[3.7739132000133395],['Target'],981936,001,2024-10-04_12h03.15.693,Visual Search Task,2024.2.1post4,60.05014181679504,2024-10-04 12h03.26.712753 +0530,
12,0,12,[-0.1076388888888889],[0.33564814814814814],[1],[0],[0],[3.01608520001173],['Target'],12,0,12,0,22.995084600057453,,10,22.964909000089392,22.995084600057453,22.995084600057453,0.031442000064998865,23.996709200087935,25.981825600145385,[-0.1076388888888889],[0.33564814814814814],[1],[0],[0],[3.01608520001173],['Target'],981936,001,2024-10-04_12h03.15.693,Visual Search Task,2024.2.1post4,60.05014181679504,2024-10-04 12h03.26.712753 +0530,
13,0,13,[-0.3773148148148148],[-0.1736111111111111],[1],[0],[0],[1.8457498999778181],['Target'],13,0,13,0,26.04501480003819,,10,26.01845660014078,26.04501480003819,26.04501480003819,0.03632630011998117,27.046387000009418,27.864957200130448,[-0.3773148148148148],[-0.1736111111111111],[1],[0],[0],[1.8457498999778181],['Target'],981936,001,2024-10-04_12h03.15.693,Visual Search Task,2024.2.1post4,60.05014181679504,2024-10-04 12h03.26.712753 +0530,
14,0,14,[-0.33101851851851855],[0.015046296296296295],[1],[0],[0],[1.314912399975583],['Target'],14,0,14,0,27.92798090004362,,10,27.899492600001395,27.92798090004362,27.92798090004362,0.03418030007742345,28.929441299987957,29.215250600129366,[-0.33101851851851855],[0.015046296296296295],[1],[0],[0],[1.314912399975583],['Target'],981936,001,2024-10-04_12h03.15.693,Visual Search Task,2024.2.1post4,60.05014181679504,2024-10-04 12h03.26.712753 +0530,
15,0,15,[0.47453703703703703],[0.30324074074074076],[1],[0],[0],[2.162585499929264],['Target'],15,0,15,0,29.261084200115874,,5,29.236650899983943,29.261084200115874,29.261084200115874,0.02107760007493198,30.262511200038716,31.40004079998471,[0.47453703703703703],[0.30324074074074076],[1],[0],[0],[2.162585499929264],['Target'],981936,001,2024-10-04_12h03.15.693,Visual Search Task,2024.2.1post4,60.05014181679504,2024-10-04 12h03.26.712753 +0530,
16,0,16,[0.07060185185185185],[-0.4548611111111111],[1],[0],[0],[2.418401800096035],['Target'],16,0,16,0,31.444154600147158,,5,31.428374900016934,31.444154600147158,31.444154600147158,0.028077400056645274,32.4457873001229,33.84759890008718,[0.07060185185185185],[-0.4548611111111111],[1],[0],[0],[2.418401800096035],['Target'],981936,001,2024-10-04_12h03.15.693,Visual Search Task,2024.2.1post4,60.05014181679504,2024-10-04 12h03.26.712753 +0530,
17,0,17,[0.11689814814814815],[0.38773148148148145],[1],[0],[0],[2.6674901000224054],['Target'],17,0,17,0,33.927309500053525,,10,33.89654490002431,33.927309500053525,33.927309500053525,0.0486841001547873,34.92876709997654,36.56484780018218,[0.11689814814814815],[0.38773148148148145],[1],[0],[0],[2.6674901000224054],['Target'],981936,001,2024-10-04_12h03.15.693,Visual Search Task,2024.2.1post4,60.05014181679504,2024-10-04 12h03.26.712753 +0530,
18,0,18,[0.047453703703703706],[0.3472222222222222],[1],[0],[0],[1.6264798999764025],['Target'],18,0,18,0,36.626897800015286,,10,36.603535500122234,36.626897800015286,36.626897800015286,0.03834500000812113,37.628470099996775,38.23080980009399,[0.047453703703703706],[0.3472222222222222],[1],[0],[0],[1.6264798999764025],['Target'],981936,001,2024-10-04_12h03.15.693,Visual Search Task,2024.2.1post4,60.05014181679504,2024-10-04 12h03.26.712753 +0530,
19,0,19,[0.19791666666666666],[0.3726851851851852],[1],[0],[0],[1.5209125999826938],['Target'],19,0,19,0,38.27663059998304,,5,38.25849180016667,38.27663059998304,38.27663059998304,0.02733829990029335,39.27834110008553,39.780208700103685,[0.19791666666666666],[0.3726851851851852],[1],[0],[0],[1.5209125999826938],['Target'],981936,001,2024-10-04_12h03.15.693,Visual Search Task,2024.2.1post4,60.05014181679504,2024-10-04 12h03.26.712753 +0530,
20,0,20,[0.30092592592592593],[0.24074074074074073],[1],[0],[0],[1.4082401001360267],['Target'],20,0,20,0,39.82656419998966,,5,39.80366820003837,39.82656419998966,39.82656419998966,0.023187600076198578,40.82720319996588,41.21267889998853,[0.30092592592592593],[0.24074074074074073],[1],[0],[0],[1.4082401001360267],['Target'],981936,001,2024-10-04_12h03.15.693,Visual Search Task,2024.2.1post4,60.05014181679504,2024-10-04 12h03.26.712753 +0530,
21,0,21,[0.3726851851851852],[0.16782407407407407],[1],[0],[0],[1.342139800079167],['Target'],21,0,21,0,41.25872869999148,,5,41.23580040014349,41.25872869999148,41.25872869999148,0.02277250005863607,42.26057990011759,42.578849900048226,[0.3726851851851852],[0.16782407407407407],[1],[0],[0],[1.342139800079167],['Target'],981936,001,2024-10-04_12h03.15.693,Visual Search Task,2024.2.1post4,60.05014181679504,2024-10-04 12h03.26.712753 +0530,
22,0,22,[0.22685185185185186],[0.2951388888888889],[1],[0],[0],[1.4031337997876108],['Target'],22,0,22,0,42.62522210017778,,5,42.60772560001351,42.62522210017778,42.62522210017778,0.028618099866434932,43.62705710018054,44.01167170004919,[0.22685185185185186],[0.2951388888888889],[1],[0],[0],[1.4031337997876108],['Target'],981936,001,2024-10-04_12h03.15.693,Visual Search Task,2024.2.1post4,60.05014181679504,2024-10-04 12h03.26.712753 +0530,
23,0,23,[0.10532407407407407],[-0.09837962962962964],[1],[0],[0],[1.3092658000532538],['Target'],23,0,23,0,44.07541170017794,,10,44.05305950017646,44.07541170017794,44.07541170017794,0.041112400125712156,45.07688090018928,45.363083500182256,[0.10532407407407407],[-0.09837962962962964],[1],[0],[0],[1.3092658000532538],['Target'],981936,001,2024-10-04_12h03.15.693,Visual Search Task,2024.2.1post4,60.05014181679504,2024-10-04 12h03.26.712753 +0530,
24,0,24,[0.27662037037037035],[0.46875],[1],[0],[0],[2.4483802998438478],['Target'],24,0,24,0,45.39174690004438,,5,45.38169990014285,45.39174690004438,45.39174690004438,0.018409699900075793,46.393667299998924,47.83091210015118,[0.27662037037037035],[0.46875],[1],[0],[0],[2.4483802998438478],['Target'],981936,001,2024-10-04_12h03.15.693,Visual Search Task,2024.2.1post4,60.05014181679504,2024-10-04 12h03.26.712753 +0530,
25,0,25,[0.21643518518518517],[0.45717592592592593],[1],[0],[0],[1.5947529999539256],['Target'],25,0,25,0,47.8921011001803,,10,47.866898000007495,47.8921011001803,47.8921011001803,0.03571869991719723,48.89355040015653,49.46243289997801,[0.21643518518518517],[0.45717592592592593],[1],[0],[0],[1.5947529999539256],['Target'],981936,001,2024-10-04_12h03.15.693,Visual Search Task,2024.2.1post4,60.05014181679504,2024-10-04 12h03.26.712753 +0530,
26,0,26,[0.3854166666666667],[0.3333333333333333],[1],[0],[0],[3.5385829000733793],['Target'],26,0,26,0,49.525009700097144,,10,49.50618340005167,49.525009700097144,49.525009700097144,0.0434296999592334,50.52675690012984,53.04561180016026,[0.3854166666666667],[0.3333333333333333],[1],[0],[0],[3.5385829000733793],['Target'],981936,001,2024-10-04_12h03.15.693,Visual Search Task,2024.2.1post4,60.05014181679504,2024-10-04 12h03.26.712753 +0530,
27,0,27,[0.05787037037037037],[0.3194444444444444],[1],[0],[0],[2.2568046001251787],['Target'],27,0,27,0,53.1082101999782,,10,53.08717539999634,53.1082101999782,53.1082101999782,0.0412430998403579,54.109704500064254,55.34470700006932,[0.05787037037037037],[0.3194444444444444],[1],[0],[0],[2.2568046001251787],['Target'],981936,001,2024-10-04_12h03.15.693,Visual Search Task,2024.2.1post4,60.05014181679504,2024-10-04 12h03.26.712753 +0530,
28,0,28,[0.010416666666666666],[0.13194444444444445],[1],[0],[0],[1.714806200005114],['Target'],28,0,28,0,55.40792850009166,,10,55.378547200001776,55.40792850009166,55.40792850009166,0.03351299976930022,56.408541599987075,57.0941429999657,[0.010416666666666666],[0.13194444444444445],[1],[0],[0],[1.714806200005114],['Target'],981936,001,2024-10-04_12h03.15.693,Visual Search Task,2024.2.1post4,60.05014181679504,2024-10-04 12h03.26.712753 +0530,
29,0,29,[0.23148148148148148],[0.46412037037037035],[1],[0],[0],[2.999785599997267],['Target'],29,0,29,0,57.156754800118506,,10,57.12864980008453,57.156754800118506,57.156754800118506,0.03418330010026693,58.15875990013592,60.12921140016988,[0.23148148148148148],[0.46412037037037035],[1],[0],[0],[2.999785599997267],['Target'],981936,001,2024-10-04_12h03.15.693,Visual Search Task,2024.2.1post4,60.05014181679504,2024-10-04 12h03.26.712753 +0530,
30,0,30,[0.3472222222222222],[-0.017361111111111112],[1],[0],[0],[1.2108743998687714],['Target'],30,0,30,0,60.173348100157455,,5,60.14917470002547,60.173348100157455,60.173348100157455,0.01961209997534752,61.174618900055066,61.36084740003571,[0.3472222222222222],[-0.017361111111111112],[1],[0],[0],[1.2108743998687714],['Target'],981936,001,2024-10-04_12h03.15.693,Visual Search Task,2024.2.1post4,60.05014181679504,2024-10-04 12h03.26.712753 +0530,
31,0,31,[-0.26851851851851855],[-0.24074074074074073],[1],[0],[0],[1.3919049999676645],['Target'],31,0,31,0,61.40663310000673,,5,61.38445060001686,61.40663310000673,61.40663310000673,0.023334800032898784,62.40808780002408,62.77716440008953,[-0.26851851851851855],[-0.24074074074074073],[1],[0],[0],[1.3919049999676645],['Target'],981936,001,2024-10-04_12h03.15.693,Visual Search Task,2024.2.1post4,60.05014181679504,2024-10-04 12h03.26.712753 +0530,
32,0,32,[-0.14467592592592593],[-0.37037037037037035],[1],[0],[0],[1.6889188999775797],['Target'],32,0,32,0,62.82326740003191,,5,62.803841799963266,62.82326740003191,62.82326740003191,0.026417799992486835,63.824967600172386,64.49351780000143,[-0.14467592592592593],[-0.37037037037037035],[1],[0],[0],[1.6889188999775797],['Target'],981936,001,2024-10-04_12h03.15.693,Visual Search Task,2024.2.1post4,60.05014181679504,2024-10-04 12h03.26.712753 +0530,
33,0,33,[0.08449074074074074],[0.4166666666666667],[1],[0],[0],[2.038359999889508],['Target'],33,0,33,0,64.55636930000037,,10,64.53801860008389,64.55636930000037,64.55636930000037,0.04423230001702905,65.55834300001152,66.57723739999346,[0.08449074074074074],[0.4166666666666667],[1],[0],[0],[2.038359999889508],['Target'],981936,001,2024-10-04_12h03.15.693,Visual Search Task,2024.2.1post4,60.05014181679504,2024-10-04 12h03.26.712753 +0530,
34,0,34,[0.4375],[-0.1261574074074074],[1],[0],[0],[2.3910000000614673],['Target'],34,0,34,0,66.639785700012,,10,66.61834350018762,66.639785700012,66.639785700012,0.040763699915260077,67.64147710008547,69.01010540011339,[0.4375],[-0.1261574074074074],[1],[0],[0],[2.3910000000614673],['Target'],981936,001,2024-10-04_12h03.15.693,Visual Search Task,2024.2.1post4,60.05014181679504,2024-10-04 12h03.26.712753 +0530,
35,0,35,[-0.032407407407407406],[0.12731481481481483],[1],[0],[0],[1.8887226001825184],['Target'],35,0,35,0,69.07277540001087,,10,69.05338430008851,69.07277540001087,69.07277540001087,0.04294429998844862,70.07440430019051,70.94291840004735,[-0.032407407407407406],[0.12731481481481483],[1],[0],[0],[1.8887226001825184],['Target'],981936,001,2024-10-04_12h03.15.693,Visual Search Task,2024.2.1post4,60.05014181679504,2024-10-04 12h03.26.712753 +0530,
36,0,36,[0.1701388888888889],[-0.2789351851851852],[1],[0],[0],[1.477352200075984],['Target'],36,0,36,0,70.98906789999455,,5,70.96426300005987,70.98906789999455,70.98906789999455,0.02101820008829236,71.99075300013646,72.44236910017207,[0.1701388888888889],[-0.2789351851851852],[1],[0],[0],[1.477352200075984],['Target'],981936,001,2024-10-04_12h03.15.693,Visual Search Task,2024.2.1post4,60.05014181679504,2024-10-04 12h03.26.712753 +0530,
37,0,37,[0.03935185185185185],[0.09837962962962964],[1],[0],[0],[1.4254245001357049],['Target'],37,0,37,0,72.50557869998738,,10,72.48329530004412,72.50557869998738,72.50557869998738,0.04064909997396171,73.50703990017064,73.9094911001157,[0.03935185185185185],[0.09837962962962964],[1],[0],[0],[1.4254245001357049],['Target'],981936,001,2024-10-04_12h03.15.693,Visual Search Task,2024.2.1post4,60.05014181679504,2024-10-04 12h03.26.712753 +0530,
38,0,38,[0.40162037037037035],[-0.45949074074074076],[1],[0],[0],[2.264470500173047],['Target'],38,0,38,0,73.97205139999278,,10,73.94452999997884,73.97205139999278,73.97205139999278,0.034689199877902865,74.97363630007021,76.20964780007489,[0.40162037037037035],[-0.45949074074074076],[1],[0],[0],[2.264470500173047],['Target'],981936,001,2024-10-04_12h03.15.693,Visual Search Task,2024.2.1post4,60.05014181679504,2024-10-04 12h03.26.712753 +0530,
39,0,39,"[0.2962962962962963, 0.3275462962962963]","[0.3576388888888889, 0.33449074074074076]","[1, 1]","[0, 0]","[0, 0]","[2.178591600153595, 3.111281300196424]","[None, 'Target']",39,0,39,0,76.27182070002891,,10,76.24628329998814,76.27182070002891,76.27182070002891,0.03636750020086765,77.27336470014416,79.35831280006096,"[0.2962962962962963, 0.3275462962962963]","[0.3576388888888889, 0.33449074074074076]","[1, 1]","[0, 0]","[0, 0]","[2.178591600153595, 3.111281300196424]","[None, 'Target']",981936,001,2024-10-04_12h03.15.693,Visual Search Task,2024.2.1post4,60.05014181679504,2024-10-04 12h03.26.712753 +0530,
40,0,40,[-0.24768518518518517],[0.44675925925925924],[1],[0],[0],[1.6560696999076754],['Target'],40,0,40,0,79.42133290017955,,10,79.40215970017016,79.42133290017955,79.42133290017955,0.04346409998834133,80.4230538001284,81.05899960012175,[-0.24768518518518517],[0.44675925925925924],[1],[0],[0],[1.6560696999076754],['Target'],981936,001,2024-10-04_12h03.15.693,Visual Search Task,2024.2.1post4,60.05014181679504,2024-10-04 12h03.26.712753 +0530,
41,0,41,[-0.11226851851851852],[0.4097222222222222],[1],[0],[0],[1.536971400026232],['Target'],41,0,41,0,81.10439900006168,,5,81.08698520017788,81.10439900006168,81.10439900006168,0.02766180015169084,82.10526189999655,82.62475259997882,[-0.11226851851851852],[0.4097222222222222],[1],[0],[0],[1.536971400026232],['Target'],981936,001,2024-10-04_12h03.15.693,Visual Search Task,2024.2.1post4,60.05014181679504,2024-10-04 12h03.26.712753 +0530,
42,0,42,[0.2835648148148148],[-0.27662037037037035],[1],[0],[0],[1.743658699793741],['Target'],42,0,42,0,82.67025650013238,,5,82.64673320017755,82.67025650013238,82.67025650013238,0.021698799915611744,83.6718189001549,84.39117790013552,[0.2835648148148148],[-0.27662037037037035],[1],[0],[0],[1.743658699793741],['Target'],981936,001,2024-10-04_12h03.15.693,Visual Search Task,2024.2.1post4,60.05014181679504,2024-10-04 12h03.26.712753 +0530,
43,0,43,[-0.1284722222222222],[-0.40162037037037035],[1],[0],[0],[2.992129199905321],['Target'],43,0,43,0,84.4535042999778,,10,84.43055439996533,84.4535042999778,84.4535042999778,0.03910769987851381,85.4550312999636,87.4233948001638,[-0.1284722222222222],[-0.40162037037037035],[1],[0],[0],[2.992129199905321],['Target'],981936,001,2024-10-04_12h03.15.693,Visual Search Task,2024.2.1post4,60.05014181679504,2024-10-04 12h03.26.712753 +0530,
44,0,44,[0.27314814814814814],[-0.1863425925925926],[1],[0],[0],[1.3951185999903828],['Target'],44,0,44,0,87.48661410016939,,10,87.46171870012768,87.48661410016939,87.48661410016939,0.03798549994826317,88.48835630016401,88.85762640018947,[0.27314814814814814],[-0.1863425925925926],[1],[0],[0],[1.3951185999903828],['Target'],981936,001,2024-10-04_12h03.15.693,Visual Search Task,2024.2.1post4,60.05014181679504,2024-10-04 12h03.26.712753 +0530,
45,0,45,[0.09259259259259259],[0.44560185185185186],[1],[0],[0],[1.5940010999329388],['Target'],45,0,45,0,88.92035420006141,,10,88.89583369996399,88.92035420006141,88.92035420006141,0.03787020011804998,89.92175910016522,90.4906115999911,[0.09259259259259259],[0.44560185185185186],[1],[0],[0],[1.5940010999329388],['Target'],981936,001,2024-10-04_12h03.15.693,Visual Search Task,2024.2.1post4,60.05014181679504,2024-10-04 12h03.26.712753 +0530,
46,0,46,[-0.3101851851851852],[0.25578703703703703],[1],[0],[0],[1.323342900024727],['Target'],46,0,46,0,90.53670920012519,,5,90.51584090013057,90.53670920012519,90.53670920012519,0.024917300092056394,91.53821120015346,91.84005650016479,[-0.3101851851851852],[0.25578703703703703],[1],[0],[0],[1.323342900024727],['Target'],981936,001,2024-10-04_12h03.15.693,Visual Search Task,2024.2.1post4,60.05014181679504,2024-10-04 12h03.26.712753 +0530,
47,0,47,[0.017361111111111112],[-0.11226851851851852],[1],[0],[0],[2.1082148000132293],['Target'],47,0,47,0,91.88570139999501,,5,91.86330970004201,91.88570139999501,91.88570139999501,0.02298580016940832,92.88724780012853,93.97238610009663,[0.017361111111111112],[-0.11226851851851852],[1],[0],[0],[2.1082148000132293],['Target'],981936,001,2024-10-04_12h03.15.693,Visual Search Task,2024.2.1post4,60.05014181679504,2024-10-04 12h03.26.712753 +0530,
48,0,48,[0.2199074074074074],[-0.12268518518518519],[1],[0],[0],[2.459876500070095],['Target'],48,0,48,0,94.01908100000583,,5,93.99481649999507,94.01908100000583,94.01908100000583,0.02211729995906353,95.02035620016977,96.45545420004055,[0.2199074074074074],[-0.12268518518518519],[1],[0],[0],[2.459876500070095],['Target'],981936,001,2024-10-04_12h03.15.693,Visual Search Task,2024.2.1post4,60.05014181679504,2024-10-04 12h03.26.712753 +0530,
49,0,49,[-0.02546296296296296],[-0.20949074074074073],[1],[0],[0],[1.195418099872768],['Target'],49,0,49,0,96.50216750008985,,5,96.47617410006933,96.50216750008985,96.50216750008985,0.020433600060641766,97.50345059996471,97.67246320005506,[-0.02546296296296296],[-0.20949074074074073],[1],[0],[0],[1.195418099872768],['Target'],981936,001,2024-10-04_12h03.15.693,Visual Search Task,2024.2.1post4,60.05014181679504,2024-10-04 12h03.26.712753 +0530,
50,0,50,[-0.09027777777777778],[-0.0798611111111111],[1],[0],[0],[1.173174099996686],['Target'],50,0,50,0,97.73542589996941,,10,97.71532259997912,97.73542589996941,97.73542589996941,0.042599599808454514,98.73725280002691,98.88925420003943,[-0.09027777777777778],[-0.0798611111111111],[1],[0],[0],[1.173174099996686],['Target'],981936,001,2024-10-04_12h03.15.693,Visual Search Task,2024.2.1post4,60.05014181679504,2024-10-04 12h03.26.712753 +0530,
51,0,51,[0.03356481481481482],[0.32523148148148145],[1],[0],[0],[2.004646699875593],['Target'],51,0,51,0,98.9355526000727,,5,98.91770480014384,98.9355526000727,98.9355526000727,0.02813120000064373,99.93717869999819,100.92318460019305,[0.03356481481481482],[0.32523148148148145],[1],[0],[0],[2.004646699875593],['Target'],981936,001,2024-10-04_12h03.15.693,Visual Search Task,2024.2.1post4,60.05014181679504,2024-10-04 12h03.26.712753 +0530,
52,0,52,[0.2673611111111111],[0.06597222222222222],[1],[0],[0],[1.3803713000379503],['Target'],52,0,52,0,100.98531130002812,,10,100.95762520004064,100.98531130002812,100.98531130002812,0.034132600063458085,101.98735770001076,102.3387201000005,[0.2673611111111111],[0.06597222222222222],[1],[0],[0],[1.3803713000379503],['Target'],981936,001,2024-10-04_12h03.15.693,Visual Search Task,2024.2.1post4,60.05014181679504,2024-10-04 12h03.26.712753 +0530,
53,0,53,"[-0.04282407407407408, -0.3055555555555556, -0.3148148148148148]","[0.028935185185185185, 0.4444444444444444, 0.48032407407407407]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[1.395218700170517, 4.361306200036779, 5.212094900198281]","[None, None, 'Target']",53,0,53,0,102.40194260003045,,10,102.37638310017064,102.40194260003045,102.40194260003045,0.03718169988133013,103.40339460014366,107.58930780016817,"[-0.04282407407407408, -0.3055555555555556, -0.3148148148148148]","[0.028935185185185185, 0.4444444444444444, 0.48032407407407407]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[1.395218700170517, 4.361306200036779, 5.212094900198281]","[None, None, 'Target']",981936,001,2024-10-04_12h03.15.693,Visual Search Task,2024.2.1post4,60.05014181679504,2024-10-04 12h03.26.712753 +0530,
54,0,54,[-0.04513888888888889],[-0.1400462962962963],[1],[0],[0],[1.5942462999373674],['Target'],54,0,54,0,107.63444890012033,,5,107.60988780017942,107.63444890012033,107.63444890012033,0.02005530009046197,108.63599189999513,109.20491249999031,[-0.04513888888888889],[-0.1400462962962963],[1],[0],[0],[1.5942462999373674],['Target'],981936,001,2024-10-04_12h03.15.693,Visual Search Task,2024.2.1post4,60.05014181679504,2024-10-04 12h03.26.712753 +0530,
55,0,55,[0.48148148148148145],[0.4050925925925926],[1],[0],[0],[1.8924179999157786],['Target'],55,0,55,0,109.26758870016783,,10,109.24475080007687,109.26758870016783,109.26758870016783,0.03956489986740053,110.2693221999798,111.13793650013395,[0.48148148148148145],[0.4050925925925926],[1],[0],[0],[1.8924179999157786],['Target'],981936,001,2024-10-04_12h03.15.693,Visual Search Task,2024.2.1post4,60.05014181679504,2024-10-04 12h03.26.712753 +0530,
56,0,56,[0.21875],[0.41087962962962965],[1],[0],[0],[2.145942199975252],['Target'],56,0,56,0,111.20065640006214,,10,111.17450439999811,111.20065640006214,111.20065640006214,0.036215800093486905,112.20221210015006,113.32129990006797,[0.21875],[0.41087962962962965],[1],[0],[0],[2.145942199975252],['Target'],981936,001,2024-10-04_12h03.15.693,Visual Search Task,2024.2.1post4,60.05014181679504,2024-10-04 12h03.26.712753 +0530,
