thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,Trials.thisRepN,Trials.thisTrialN,Trials.thisN,Trials.thisIndex,thisRow.t,notes,num_distr,trial.started,Fixation.started,Target.started,mouse.started,Fixation.stopped,trial.stopped,Trials.mouse.x,Trials.mouse.y,Trials.mouse.leftButton,Trials.mouse.midButton,Trials.mouse.rightButton,Trials.mouse.time,Trials.mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
26,0,26,[0.4386574074074074],[-0.20949074074074073],[1],[0],[0],[2.717858700081706],['Target'],26,0,26,0,62.579654899891466,,5,62.562770100310445,62.579654899891466,62.579654899891466,0.013677299953997135,63.580268499907106,65.28114579990506,[0.4386574074074074],[-0.20949074074074073],[1],[0],[0],[2.717858700081706],['Target'],2,002,2024-10-10_21h18.39.679,Visual Search Task,2024.2.1post4,60.06763619786393,2024-10-10 21h18.59.270698 +0530,
27,0,27,[-0.1423611111111111],[-0.2974537037037037],[1],[0],[0],[1.5508697000332177],['Target'],27,0,27,0,65.31198689993471,,5,65.29660680005327,65.31198689993471,65.31198689993471,0.015345300082117319,66.3134216000326,66.84800900006667,[-0.1423611111111111],[-0.2974537037037037],[1],[0],[0],[1.5508697000332177],['Target'],2,002,2024-10-10_21h18.39.679,Visual Search Task,2024.2.1post4,60.06763619786393,2024-10-10 21h18.59.270698 +0530,
28,0,28,[-0.2789351851851852],[0.2569444444444444],[1],[0],[0],[1.8442638996057212],['Target'],28,0,28,0,66.89513830002397,,10,66.87238859990612,66.89513830002397,66.89513830002397,0.024267700035125017,67.89675799990073,68.71798329986632,[-0.2789351851851852],[0.2569444444444444],[1],[0],[0],[1.8442638996057212],['Target'],2,002,2024-10-10_21h18.39.679,Visual Search Task,2024.2.1post4,60.06763619786393,2024-10-10 21h18.59.270698 +0530,
29,0,29,[-0.1076388888888889],[-0.04050925925925926],[1],[0],[0],[1.9935947000049055],['Target'],29,0,29,0,68.77833040012047,,10,68.7533208001405,68.77833040012047,68.77833040012047,0.034825300332158804,69.77985760010779,70.74742559995502,[-0.1076388888888889],[-0.04050925925925926],[1],[0],[0],[1.9935947000049055],['Target'],2,002,2024-10-10_21h18.39.679,Visual Search Task,2024.2.1post4,60.06763619786393,2024-10-10 21h18.59.270698 +0530,
30,0,30,[0.17824074074074073],[-0.2465277777777778],[1],[0],[0],[1.9040071996860206],['Target'],30,0,30,0,70.77831330010667,,5,70.76054609986022,70.77831330010667,70.77831330010667,0.012948600109666586,71.78031020006165,72.6651190998964,[0.17824074074074073],[-0.2465277777777778],[1],[0],[0],[1.9040071996860206],['Target'],2,002,2024-10-10_21h18.39.679,Visual Search Task,2024.2.1post4,60.06763619786393,2024-10-10 21h18.59.270698 +0530,
31,0,31,[-0.40162037037037035],[0.3715277777777778],[1],[0],[0],[2.238308399915695],['Target'],31,0,31,0,72.74472220009193,,10,72.70948169985786,72.74472220009193,72.74472220009193,0.04414620017632842,73.74583580018952,74.94830769998953,[-0.40162037037037035],[0.3715277777777778],[1],[0],[0],[2.238308399915695],['Target'],2,002,2024-10-10_21h18.39.679,Visual Search Task,2024.2.1post4,60.06763619786393,2024-10-10 21h18.59.270698 +0530,
32,0,32,[-0.08680555555555555],[0.25925925925925924],[1],[0],[0],[1.4069838002324104],['Target'],32,0,32,0,74.99443010007963,,10,74.97276670020074,74.99443010007963,74.99443010007963,0.024280999787151814,75.99545070016757,76.3802530001849,[-0.08680555555555555],[0.25925925925925924],[1],[0],[0],[1.4069838002324104],['Target'],2,002,2024-10-10_21h18.39.679,Visual Search Task,2024.2.1post4,60.06763619786393,2024-10-10 21h18.59.270698 +0530,
33,0,33,[0.2349537037037037],[0.08449074074074074],[1],[0],[0],[1.8580924002453685],['Target'],33,0,33,0,76.42734279995784,,10,76.40467200009152,76.42734279995784,76.42734279995784,0.02428580028936267,77.42909080022946,78.26319310022518,[0.2349537037037037],[0.08449074074074074],[1],[0],[0],[1.8580924002453685],['Target'],2,002,2024-10-10_21h18.39.679,Visual Search Task,2024.2.1post4,60.06763619786393,2024-10-10 21h18.59.270698 +0530,
34,0,34,[0.3541666666666667],[0.23842592592592593],[1],[0],[0],[1.5692810998298228],['Target'],34,0,34,0,78.29451810009778,,5,78.27624400006607,78.29451810009778,78.29451810009778,0.012904699891805649,79.29467769991606,79.84598049987108,[0.3541666666666667],[0.23842592592592593],[1],[0],[0],[1.5692810998298228],['Target'],2,002,2024-10-10_21h18.39.679,Visual Search Task,2024.2.1post4,60.06763619786393,2024-10-10 21h18.59.270698 +0530,
35,0,35,[-0.39351851851851855],[-0.13773148148148148],[1],[0],[0],[2.9417296000756323],['Target'],35,0,35,0,79.89333390025422,,10,79.87068849988282,79.89333390025422,79.89333390025422,0.024596599861979485,80.89478640025482,82.81292170006782,[-0.39351851851851855],[-0.13773148148148148],[1],[0],[0],[2.9417296000756323],['Target'],2,002,2024-10-10_21h18.39.679,Visual Search Task,2024.2.1post4,60.06763619786393,2024-10-10 21h18.59.270698 +0530,
36,0,36,[-0.020833333333333332],[-0.027777777777777776],[1],[0],[0],[1.786218199878931],['Target'],36,0,36,0,82.84358200011775,,5,82.82558949990198,82.84358200011775,82.84358200011775,0.012527099810540676,83.8442748002708,84.61228200001642,[-0.020833333333333332],[-0.027777777777777776],[1],[0],[0],[1.786218199878931],['Target'],2,002,2024-10-10_21h18.39.679,Visual Search Task,2024.2.1post4,60.06763619786393,2024-10-10 21h18.59.270698 +0530,
37,0,37,[0.4027777777777778],[-0.20601851851851852],[1],[0],[0],[1.3860246995463967],['Target'],37,0,37,0,84.64329370018095,,5,84.62556680012494,84.64329370018095,84.64329370018095,0.013168000150471926,85.64409720012918,86.01204949989915,[0.4027777777777778],[-0.20601851851851852],[1],[0],[0],[1.3860246995463967],['Target'],2,002,2024-10-10_21h18.39.679,Visual Search Task,2024.2.1post4,60.06763619786393,2024-10-10 21h18.59.270698 +0530,
38,0,38,[0.07523148148148148],[0.03009259259259259],[1],[0],[0],[1.4245462003163993],['Target'],38,0,38,0,86.05934230005369,,10,86.03695760015398,86.05934230005369,86.05934230005369,0.024785500019788742,87.0609985999763,87.46196970017627,[0.07523148148148148],[0.03009259259259259],[1],[0],[0],[1.4245462003163993],['Target'],2,002,2024-10-10_21h18.39.679,Visual Search Task,2024.2.1post4,60.06763619786393,2024-10-10 21h18.59.270698 +0530,
39,0,39,[-0.09259259259259259],[0.009259259259259259],[1],[0],[0],[1.0866196998395026],['Target'],39,0,39,0,87.49305760022253,,5,87.47565330006182,87.49305760022253,87.49305760022253,0.01355639984831214,88.49412690009922,88.56284460006282,[-0.09259259259259259],[0.009259259259259259],[1],[0],[0],[1.0866196998395026],['Target'],2,002,2024-10-10_21h18.39.679,Visual Search Task,2024.2.1post4,60.06763619786393,2024-10-10 21h18.59.270698 +0530,
40,0,40,[-0.2916666666666667],[-0.3460648148148148],[1],[0],[0],[1.3581134998239577],['Target'],40,0,40,0,88.6094076000154,,5,88.5865595000796,88.6094076000154,88.6094076000154,0.023496100213378668,89.61127260001376,89.94522480014712,[-0.2916666666666667],[-0.3460648148148148],[1],[0],[0],[1.3581134998239577],['Target'],2,002,2024-10-10_21h18.39.679,Visual Search Task,2024.2.1post4,60.06763619786393,2024-10-10 21h18.59.270698 +0530,
41,0,41,[0.16666666666666666],[0.2847222222222222],[1],[0],[0],[2.099782499950379],['Target'],41,0,41,0,89.97576060006395,,5,89.96116740023717,89.97576060006395,89.97576060006395,0.015798799693584442,90.9767833002843,92.06145090004429,[0.16666666666666666],[0.2847222222222222],[1],[0],[0],[2.099782499950379],['Target'],2,002,2024-10-10_21h18.39.679,Visual Search Task,2024.2.1post4,60.06763619786393,2024-10-10 21h18.59.270698 +0530,
42,0,42,[-0.3425925925925926],[0.29282407407407407],[1],[0],[0],[2.203348900191486],['Target'],42,0,42,0,92.09209410008043,,5,92.0747795002535,92.09209410008043,92.09209410008043,0.013217399828135967,93.09330340009183,94.27870330028236,[-0.3425925925925926],[0.29282407407407407],[1],[0],[0],[2.203348900191486],['Target'],2,002,2024-10-10_21h18.39.679,Visual Search Task,2024.2.1post4,60.06763619786393,2024-10-10 21h18.59.270698 +0530,
43,0,43,[-0.4849537037037037],[0.19560185185185186],[1],[0],[0],[1.23558109998703],['Target'],43,0,43,0,94.30850460007787,,5,94.2923262999393,94.30850460007787,94.30850460007787,0.013526999857276678,95.30956629989669,95.52838060026988,[-0.4849537037037037],[0.19560185185185186],[1],[0],[0],[1.23558109998703],['Target'],2,002,2024-10-10_21h18.39.679,Visual Search Task,2024.2.1post4,60.06763619786393,2024-10-10 21h18.59.270698 +0530,
44,0,44,[-0.36921296296296297],[-0.3819444444444444],[1],[0],[0],[1.4678871999494731],['Target'],44,0,44,0,95.55846260022372,,5,95.54205220006406,95.55846260022372,95.55846260022372,0.013553000055253506,96.55954320030287,97.01045679999515,[-0.36921296296296297],[-0.3819444444444444],[1],[0],[0],[1.4678871999494731],['Target'],2,002,2024-10-10_21h18.39.679,Visual Search Task,2024.2.1post4,60.06763619786393,2024-10-10 21h18.59.270698 +0530,
45,0,45,[-0.3726851851851852],[-0.059027777777777776],[1],[0],[0],[1.5242963000200689],['Target'],45,0,45,0,97.05839370004833,,10,97.03581390017644,97.05839370004833,97.05839370004833,0.025242900010198355,98.05969480006024,98.56058220006526,[-0.3726851851851852],[-0.059027777777777776],[1],[0],[0],[1.5242963000200689],['Target'],2,002,2024-10-10_21h18.39.679,Visual Search Task,2024.2.1post4,60.06763619786393,2024-10-10 21h18.59.270698 +0530,
46,0,46,[0.3460648148148148],[-0.11226851851851852],[1],[0],[0],[1.5197482998482883],['Target'],46,0,46,0,98.59154559997842,,5,98.57343100011349,98.59154559997842,98.59154559997842,0.012696099933236837,99.59238809999079,100.09372980007902,[0.3460648148148148],[-0.11226851851851852],[1],[0],[0],[1.5197482998482883],['Target'],2,002,2024-10-10_21h18.39.679,Visual Search Task,2024.2.1post4,60.06763619786393,2024-10-10 21h18.59.270698 +0530,
47,0,47,[-0.22453703703703703],[-0.3888888888888889],[1],[0],[0],[2.2077907999046147],['Target'],47,0,47,0,100.14128830004483,,10,100.11846650019288,100.14128830004483,100.14128830004483,0.024619000032544136,101.14205630030483,102.3267763000913,[-0.22453703703703703],[-0.3888888888888889],[1],[0],[0],[2.2077907999046147],['Target'],2,002,2024-10-10_21h18.39.679,Visual Search Task,2024.2.1post4,60.06763619786393,2024-10-10 21h18.59.270698 +0530,
48,0,48,[-0.2916666666666667],[-0.06365740740740741],[1],[0],[0],[1.5743060000240803],['Target'],48,0,48,0,102.37430390017107,,10,102.35161529993638,102.37430390017107,102.37430390017107,0.02468489995226264,103.37553049996495,103.92646560026333,[-0.2916666666666667],[-0.06365740740740741],[1],[0],[0],[1.5743060000240803],['Target'],2,002,2024-10-10_21h18.39.679,Visual Search Task,2024.2.1post4,60.06763619786393,2024-10-10 21h18.59.270698 +0530,
49,0,49,[-0.13773148148148148],[0.03009259259259259],[1],[0],[0],[1.2190364003181458],['Target'],49,0,49,0,103.95711310021579,,5,103.94014149997383,103.95711310021579,103.95711310021579,0.013515600003302097,104.95839929999784,105.15966700017452,[-0.13773148148148148],[0.03009259259259259],[1],[0],[0],[1.2190364003181458],['Target'],2,002,2024-10-10_21h18.39.679,Visual Search Task,2024.2.1post4,60.06763619786393,2024-10-10 21h18.59.270698 +0530,
50,0,50,[-0.23032407407407407],[-0.4664351851851852],[1],[0],[0],[1.5536006996408105],['Target'],50,0,50,0,105.19052070006728,,5,105.17241939995438,105.19052070006728,105.19052070006728,0.012711099814623594,106.19237439986318,106.72680230019614,[-0.23032407407407407],[-0.4664351851851852],[1],[0],[0],[1.5536006996408105],['Target'],2,002,2024-10-10_21h18.39.679,Visual Search Task,2024.2.1post4,60.06763619786393,2024-10-10 21h18.59.270698 +0530,
51,0,51,[0.17592592592592593],[-0.42476851851851855],[1],[0],[0],[2.283801699988544],['Target'],51,0,51,0,106.80689410027117,,10,106.77528419997543,106.80689410027117,106.80689410027117,0.048395099584013224,107.80871149990708,109.05966879986227,[0.17592592592592593],[-0.42476851851851855],[1],[0],[0],[2.283801699988544],['Target'],2,002,2024-10-10_21h18.39.679,Visual Search Task,2024.2.1post4,60.06763619786393,2024-10-10 21h18.59.270698 +0530,
52,0,52,[0.07175925925925926],[-0.2361111111111111],[1],[0],[0],[0.982943500392139],['Target'],52,0,52,0,109.0902399001643,,5,109.07683050027117,109.0902399001643,109.0902399001643,0.016908599995076656,,110.06037840014324,[0.07175925925925926],[-0.2361111111111111],[1],[0],[0],[0.982943500392139],['Target'],2,002,2024-10-10_21h18.39.679,Visual Search Task,2024.2.1post4,60.06763619786393,2024-10-10 21h18.59.270698 +0530,
53,0,53,[-0.018518518518518517],[0.32523148148148145],[1],[0],[0],[2.3929218002595007],['Target'],53,0,53,0,110.10824980027974,,5,110.08593389997259,110.10824980027974,110.10824980027974,0.02531419973820448,111.10764080006629,112.48014690028504,[-0.018518518518518517],[0.32523148148148145],[1],[0],[0],[2.3929218002595007],['Target'],2,002,2024-10-10_21h18.39.679,Visual Search Task,2024.2.1post4,60.06763619786393,2024-10-10 21h18.59.270698 +0530,
54,0,54,[0.4548611111111111],[-0.003472222222222222],[1],[0],[0],[2.44322710018605],['Target'],54,0,54,0,112.55638620024547,,10,112.53150370018557,112.55638620024547,112.55638620024547,0.05079369992017746,113.55759940017015,114.97530149994418,[0.4548611111111111],[-0.003472222222222222],[1],[0],[0],[2.44322710018605],['Target'],2,002,2024-10-10_21h18.39.679,Visual Search Task,2024.2.1post4,60.06763619786393,2024-10-10 21h18.59.270698 +0530,
55,0,55,[-0.2465277777777778],[0.08680555555555555],[1],[0],[0],[10.754740500357002],['Target'],55,0,55,0,115.02250509988517,,10,115.0013915002346,115.02250509988517,115.02250509988517,0.02594490023329854,116.0235553001985,125.75668250024319,[-0.2465277777777778],[0.08680555555555555],[1],[0],[0],[10.754740500357002],['Target'],2,002,2024-10-10_21h18.39.679,Visual Search Task,2024.2.1post4,60.06763619786393,2024-10-10 21h18.59.270698 +0530,
56,0,56,[-0.12037037037037036],[0.3645833333333333],[1],[0],[0],[6.724874899722636],['Target'],56,0,56,0,125.80454070027918,,10,125.78131400002167,125.80454070027918,125.80454070027918,0.024494200013577938,126.80563230020925,132.50665990030393,[-0.12037037037037036],[0.3645833333333333],[1],[0],[0],[6.724874899722636],['Target'],2,002,2024-10-10_21h18.39.679,Visual Search Task,2024.2.1post4,60.06763619786393,2024-10-10 21h18.59.270698 +0530,
57,0,57,[-0.47685185185185186],[0.20833333333333334],[1],[0],[0],[1.1616429002024233],['Target'],57,0,57,0,132.55350669985637,,10,132.5316687002778,132.55350669985637,132.55350669985637,0.024866399820894003,133.55511850025505,133.69414929999039,[-0.47685185185185186],[0.20833333333333334],[1],[0],[0],[1.1616429002024233],['Target'],2,002,2024-10-10_21h18.39.679,Visual Search Task,2024.2.1post4,60.06763619786393,2024-10-10 21h18.59.270698 +0530,
58,0,58,[-0.06018518518518518],[0.23148148148148148],[1],[0],[0],[1.4432649998925626],['Target'],58,0,58,0,133.75383519986644,,10,133.72907980019227,133.75383519986644,133.75383519986644,0.03427329985424876,134.7547593000345,135.17287180013955,[-0.06018518518518518],[0.23148148148148148],[1],[0],[0],[1.4432649998925626],['Target'],2,002,2024-10-10_21h18.39.679,Visual Search Task,2024.2.1post4,60.06763619786393,2024-10-10 21h18.59.270698 +0530,
