thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,Trials.thisRepN,Trials.thisTrialN,Trials.thisN,Trials.thisIndex,thisRow.t,notes,num_distr,trial.started,Fixation.started,Target.started,mouse.started,Fixation.stopped,trial.stopped,Trials.mouse.x,Trials.mouse.y,Trials.mouse.leftButton,Trials.mouse.midButton,Trials.mouse.rightButton,Trials.mouse.time,Trials.mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
88,0,88,[0.11921296296296297],[0.125],[1],[0],[0],[1.1271321000531316],['Target'],88,0,88,0,151.0650661000982,,10,151.041173200123,151.0650661000982,151.0650661000982,0.038927499670535326,152.066580099985,152.16912329988554,[0.11921296296296297],[0.125],[1],[0],[0],[1.1271321000531316],['Target'],4,004,2024-10-10_21h38.56.109,Visual Search Task,2024.2.1post4,60.05785974917236,2024-10-10 21h39.22.216576 +0530,
89,0,89,[-0.3680555555555556],[-0.009259259259259259],[1],[0],[0],[1.7760763000696898],['Target'],89,0,89,0,152.23158170003444,,10,152.20871309982613,152.23158170003444,152.23158170003444,0.039261000230908394,153.2329425998032,153.98559779999778,[-0.3680555555555556],[-0.009259259259259259],[1],[0],[0],[1.7760763000696898],['Target'],4,004,2024-10-10_21h38.56.109,Visual Search Task,2024.2.1post4,60.05785974917236,2024-10-10 21h39.22.216576 +0530,
90,0,90,[-0.2847222222222222],[0.16435185185185186],[1],[0],[0],[1.4033154998905957],['Target'],90,0,90,0,154.04771440010518,,5,154.01511760009453,154.04771440010518,154.04771440010518,0.029213900212198496,155.04950870014727,155.4193230001256,[-0.2847222222222222],[0.16435185185185186],[1],[0],[0],[1.4033154998905957],['Target'],4,004,2024-10-10_21h38.56.109,Visual Search Task,2024.2.1post4,60.05785974917236,2024-10-10 21h39.22.216576 +0530,
91,0,91,[0.1388888888888889],[-0.43287037037037035],[1],[0],[0],[1.835706299636513],['Target'],91,0,91,0,155.48060429980978,,10,155.46444489993155,155.48060429980978,155.48060429980978,0.044867000076919794,156.48236100003123,157.30090399971232,[0.1388888888888889],[-0.43287037037037035],[1],[0],[0],[1.835706299636513],['Target'],4,004,2024-10-10_21h38.56.109,Visual Search Task,2024.2.1post4,60.05785974917236,2024-10-10 21h39.22.216576 +0530,
92,0,92,[-0.2569444444444444],[-0.12268518518518519],[1],[0],[0],[1.2616308997385204],['Target'],92,0,92,0,157.34753599995747,,5,157.32362930011004,157.34753599995747,157.34753599995747,0.02240190003067255,158.34889699984342,158.5860568000935,[-0.2569444444444444],[-0.12268518518518519],[1],[0],[0],[1.2616308997385204],['Target'],4,004,2024-10-10_21h38.56.109,Visual Search Task,2024.2.1post4,60.05785974917236,2024-10-10 21h39.22.216576 +0530,
93,0,93,[-0.1840277777777778],[0.26157407407407407],[1],[0],[0],[3.092783400323242],['Target'],93,0,93,0,158.6473499997519,,10,158.62417460000142,158.6473499997519,158.6473499997519,0.0378406997770071,159.64885669993237,161.71807250007987,[-0.1840277777777778],[0.26157407407407407],[1],[0],[0],[3.092783400323242],['Target'],4,004,2024-10-10_21h38.56.109,Visual Search Task,2024.2.1post4,60.05785974917236,2024-10-10 21h39.22.216576 +0530,
94,0,94,[-0.24768518518518517],[0.44560185185185186],[1],[0],[0],[2.058875999879092],['Target'],94,0,94,0,161.76348470011726,,5,161.74196620006114,161.76348470011726,161.76348470011726,0.023574800230562687,162.76494249980897,163.80164470011368,[-0.24768518518518517],[0.44560185185185186],[1],[0],[0],[2.058875999879092],['Target'],4,004,2024-10-10_21h38.56.109,Visual Search Task,2024.2.1post4,60.05785974917236,2024-10-10 21h39.22.216576 +0530,
95,0,95,[-0.12731481481481483],[0.23958333333333334],[1],[0],[0],[1.2269476000219584],['Target'],95,0,95,0,163.84647519979626,,5,163.82372559979558,163.84647519979626,163.84647519979626,0.02180090034380555,164.84794780006632,165.05147940013558,[-0.12731481481481483],[0.23958333333333334],[1],[0],[0],[1.2269476000219584],['Target'],4,004,2024-10-10_21h38.56.109,Visual Search Task,2024.2.1post4,60.05785974917236,2024-10-10 21h39.22.216576 +0530,
96,0,96,[-0.46064814814814814],[0.2847222222222222],[1],[0],[0],[1.4912419999018312],['Target'],96,0,96,0,165.11331779975444,,10,165.09131109993905,165.11331779975444,165.11331779975444,0.039577600080519915,166.1145962998271,166.58333740010858,[-0.46064814814814814],[0.2847222222222222],[1],[0],[0],[1.4912419999018312],['Target'],4,004,2024-10-10_21h38.56.109,Visual Search Task,2024.2.1post4,60.05785974917236,2024-10-10 21h39.22.216576 +0530,
97,0,97,[0.09375],[0.4675925925925926],[1],[0],[0],[2.660991400014609],['Target'],97,0,97,0,166.6295932000503,,5,166.60472279973328,166.6295932000503,166.6295932000503,0.021073299925774336,167.6311792000197,169.26650100015104,[0.09375],[0.4675925925925926],[1],[0],[0],[2.660991400014609],['Target'],4,004,2024-10-10_21h38.56.109,Visual Search Task,2024.2.1post4,60.05785974917236,2024-10-10 21h39.22.216576 +0530,
98,0,98,[0.19791666666666666],[0.3611111111111111],[1],[0],[0],[1.6919217999093235],['Target'],98,0,98,0,169.31268019974232,,5,169.29139539971948,169.31268019974232,169.31268019974232,0.02465130016207695,170.3141586999409,170.98415300017223,[0.19791666666666666],[0.3611111111111111],[1],[0],[0],[1.6919217999093235],['Target'],4,004,2024-10-10_21h38.56.109,Visual Search Task,2024.2.1post4,60.05785974917236,2024-10-10 21h39.22.216576 +0530,
99,0,99,[0.16087962962962962],[0.38773148148148145],[1],[0],[0],[1.5572824999690056],['Target'],99,0,99,0,171.04563819989562,,10,171.02623800002038,171.04563819989562,171.04563819989562,0.04182529961690307,172.0472280997783,172.58429879974574,[0.16087962962962962],[0.38773148148148145],[1],[0],[0],[1.5572824999690056],['Target'],4,004,2024-10-10_21h38.56.109,Visual Search Task,2024.2.1post4,60.05785974917236,2024-10-10 21h39.22.216576 +0530,
