9.3952 	INFO 	Loaded monitor calibration from ['2024_10_29 21:52']
9.6029 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=True, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fe008628040>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fe01aaaaf10>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=False, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x7fe01aa14a30>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([3420, 2224]), stencilBits=8, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
9.6029 	EXP 	window1: backgroundImage = ''
9.6029 	EXP 	window1: backgroundFit = 'none'
9.6151 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.6162 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.6173 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.6190 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.6207 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.6211 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.6222 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.6240 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.6243 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.6246 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.6257 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.6269 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.6279 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.6290 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.6299 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.6312 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.6323 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.6327 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.6332 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.6349 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.6351 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.6358 	DEBUG 	Uploading Texture Font fontname to graphics card
9.6410 	DEBUG 	Upload of Texture Font fontname complete
9.6466 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.6481 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.6496 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.6498 	DEBUG 	Uploading Texture Font fontname to graphics card
9.6514 	DEBUG 	Upload of Texture Font fontname complete
9.6527 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
9.6528 	EXP 	window1: recordFrameIntervals = False
9.8368 	EXP 	window1: recordFrameIntervals = True
10.0358 	EXP 	Screen (0) actual frame rate measured at 121.49Hz
10.0358 	EXP 	window1: recordFrameIntervals = False
10.0534 	WARNING 	launchHubServer: If using the iohub mouse or eyetracker devices, fullScr should be True.
11.9358 	INFO 	keyboard.Keyboard is using iohub backend.
11.9359 	EXP 	primming 5.0: status = STARTED
11.9437 	EXP 	Created StudyText = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='StudyText', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
11.9618 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.9620 	DEBUG 	Uploading Texture Font fontname to graphics card
11.9645 	DEBUG 	Upload of Texture Font fontname complete
11.9681 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.9683 	DEBUG 	Uploading Texture Font fontname to graphics card
11.9700 	DEBUG 	Upload of Texture Font fontname complete
11.9750 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.9752 	DEBUG 	Uploading Texture Font fontname to graphics card
11.9769 	DEBUG 	Upload of Texture Font fontname complete
11.9903 	EXP 	Created Studyslider = Slider(__class__=<class 'psychopy.visual.slider.Slider'>, autoDraw=False, autoLog=True, borderColor=None, color=None, colorSpace='rgb', depth=-1, fillColor=None, flip=False, font='Open Sans', granularity=0.0, labelColor=None, labelHeight=0.05, labelWrapWidth=None, labels=['Familiar', 'Unfamiliar'], lineColor=None, markerColor=None, name='Studyslider', opacity=None, ori=0.0, pos=array([ 0. , -0.3]), readOnly=False, self=UNKNOWN, size=array([1. , 0.1]), startValue=None, style='slider', styleTweaks=[], ticks=array([1, 2, 3, 4, 5]), units='height', win=Window(...))
11.9920 	EXP 	Created TestText = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='TestText', opacity=1, ori=0.0, pos=array([0. , 0.1]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
12.0019 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.0036 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.0052 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.0065 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.0067 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.0071 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.0086 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.0094 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.0098 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.0099 	DEBUG 	Uploading Texture Font fontname to graphics card
12.0126 	DEBUG 	Upload of Texture Font fontname complete
12.0344 	EXP 	Created submit_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='submit_text', opacity=1, ori=0.0, pos=array([ 0. , -0.3]), rgb=UNKNOWN, text='Click to Submit', units='height', win=Window(...), wrapWidth=1)
0.0102 	EXP 	Studyslider: autoLog = True
0.0102 	EXP 	Studyslider: styleTweaks = []
0.0102 	EXP 	Studyslider: styleTweaks = []
0.0102 	EXP 	Studyslider: styleTweaks = []
0.0102 	EXP 	Studyslider: styleTweaks = []
0.0102 	EXP 	Studyslider: contrast = 1.0
0.0102 	EXP 	Studyslider: markerPos = None
0.0102 	EXP 	Studyslider: autoLog = True
0.0102 	EXP 	test_textbox: autoLog = True
0.0153 	DEBUG 	Read excel file with openpyxl: data/lab in 5.0.xlsx
0.0155 	EXP 	Imported data/lab in 5.0.xlsx as conditions, 15 conditions, 1 params
0.0171 	EXP 	New trial (rep=0, index=0): <Trial 0 (0 in rep 0) data={'Study_word': 'Pastry', 'thisN': 0, 'thisTrialN': 0, 'thisRepN': 0}>
0.0433 	EXP 	StudyText: height = 0.05
